kegiatan_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
655;5.01.03.2.03.0006;Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Kewilayahan;5;0,00;2025
655;5.05.02.2.01.0005;Fasilitasi, Pelaksanaan dan Evaluasi Penelitian dan Pengembangan Bidang Keuangan dan Aset Daerah, Reformasi Birokrasi;5;100.000.000,00;2025
655;5.05.02.2.01.0012;Pengelolaan Data Kelitbangan dan Peraturan;5;0,00;2025
655;5.05.02.2.02.0001;Penelitian dan Pengembangan Bidang Aspek- Aspek Sosial;5;0,00;2025
655;5.05.02.2.02.0003;Penelitian dan Pengembangan Pendidikan dan Kebudayaan;5;0,00;2025
655;5.05.02.2.02.0004;Penelitian dan Pengembangan Kepemudaan dan Olahraga;5;200.000.000,00;2025
655;5.05.02.2.02.0005;Penelitian dan Pengembangan Pariwisata;5;200.000.000,00;2025
655;5.05.02.2.02.0006;Penelitian dan Pengembangan Kesehatan;5;0,00;2025
655;5.05.02.2.03.0005;Penelitian dan Pengembangan Kelautan dan Perikanan;5;0,00;2025
655;5.05.02.2.03.0010;Penelitian dan Pengembangan Perhubungan;5;100.000.000,00;2025
655;5.05.02.2.03.0012;Penelitian dan Pengembangan Penataan Ruang dan Pertanahan;5;0,00;2025
655;5.05.02.2.03.0013;Penelitian dan Pengembangan Komunikasi dan Informatika;5;0 0;2025
655;5.05.02.2.04.0003;Diseminasi Jenis, Prosedur dan Metode Penyelenggaraan Pemerintahan Daerah yang Bersifat Inovatif;5;0,00;2025
655;5.05.02.2.04.0004;Sosialisasi dan Diseminasi Hasil-Hasil Kelitbangan;5;0,00;2025
