program_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
5203;3.29.06.1.05;Penatausahaan Izin Usaha Jasa Penunjang Tenaga Listrik bagi Badan Usaha Dalam Negeri/Mayoritas Sahamnya Dimiliki oleh Penanam Modal Dalam Negeri;36;38857500;2024
5203;3.29.06.1.06;Penganggaran untuk Kelompok Masyarakat Tidak Mampu, Pembangunan Sarana Penyediaan Tenaga Listrik Belum Berkembang, Daerah Terpencil dan Perdesaan;36;3239942230;2024
5166;2.22.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;11;2327748150;2024
5166;2.22.01.1.02;Administrasi Keuangan Perangkat Daerah;11;8092171966;2024
5166;2.22.01.1.06;Administrasi Umum Perangkat Daerah;11;210605000;2024
5166;2.22.01.1.08;Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah;11;2883330860;2024
5161;2.22.02.1.01;Pengelolaan Kebudayaan yang Masyarakat Pelakunya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;11;1274213600;2024
5161;2.22.02.1.02;Pelestarian Kesenian Tradisional yang Masyarakat Pelakunya Lintas Kabupaten/Kota dalam Daerah Provinsi;11;1292340669;2024
5162;2.22.03.1.01;Pembinaan Kesenian yang Masyarakat Pelakunya Lintas Daerah Kabupaten/Kota;11;432899258;2024
5163;2.22.04.1.01;Pembinaan Sejarah Lokal Provinsi;11;217950000;2024
5164;2.22.05.1.01;Penetapan Cagar Budaya Peringkat Provinsi;11;261080600;2024
5164;2.22.05.1.02;Pengelolaan Cagar Budaya Peringkat Provinsi;11;865490900;2024
5165;2.22.06.1.01;Pengelolaan Museum Provinsi;11;1771341904;2024
5199;3.28.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;34;478687000;2024
5199;3.28.01.1.02;Administrasi Keuangan Perangkat Daerah;34;54951823264;2024
5199;3.28.01.1.03;Administrasi Barang Milik Daerah pada Perangkat Daerah;34;125440000;2024
5199;3.28.01.1.05;Administrasi Kepegawaian Perangkat Daerah;34;275060850;2024
5199;3.28.01.1.06;Administrasi Umum Perangkat Daerah;34;1807438562;2024
5199;3.28.01.1.07;Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah;34;1208294980;2024
5199;3.28.01.1.08;Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah;34;5813042797;2024
5199;3.28.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;34;2012639880;2024
5195;3.28.03.1.01;Pengelolaan Rencana Tata Hutan Kesatuan Pengelolaan Hutan (KPH) Kewenangan Provinsi;34;15000000;2024
5195;3.28.03.1.02;Rencana Pengelolaan Kesatuan Pengelolaan Hutan kecuali pada Kesatuan Pengelolaan Hutan Konservasi (KPHK);34;140026500;2024
5195;3.28.03.1.03;Pemanfaatan Hutan di Kawasan Hutan Produksi dan Hutan Lindung;34;100000000;2024
5195;3.28.03.1.04;Pelaksanaan Rehabilitasi di Luar Kawasan Hutan Negara;34;8116924974;2024
5195;3.28.03.1.05;Pelaksanaan Perlindungan Hutan di Hutan Lindung dan Hutan Produksi;34;1176260428;2024
5195;3.28.03.1.06;Pelaksanaan Pengolahan Hasil Hutan Bukan Kayu (HHBK);34;248248506;2024
5195;3.28.03.1.07;Pelaksanaan Pengolahan Hasil Hutan Kayu dengan Kapasitas Produksi <6000 m3/Tahun;34;228171400;2024
5195;3.28.03.1.09;Perbenihan Tanaman Hutan;34;114382000;2024
5196;3.28.04.1.01;Pengelolaan Taman Hutan Raya (TAHURA) Provinsi;34;826391000;2024
5196;3.28.04.1.03;Pengelolaan Kawasan Bernilai Ekosistem Penting, Daerah Penyangga Kawasan Suaka Alam dan Kawasan Pelestarian Alam;34;164112725;2024
5197;3.28.05.1.01;Pelaksanaan Penyuluhan Kehutanan Provinsi dan Pemberdayaan Masyarakat di Bidang Kehutanan;34;3258216846;2024
5198;3.28.06.1.01;Pelaksanaan Pengelolaan DAS Lintas Daerah Kabupaten/Kota dan dalam Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;34;150000000;2024
5177;3.25.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;31;862903000;2024
5177;3.25.01.1.02;Administrasi Keuangan Perangkat Daerah;31;21210972337;2024
5177;3.25.01.1.05;Administrasi Kepegawaian Perangkat Daerah;31;262932349;2024
5177;3.25.01.1.06;Administrasi Umum Perangkat Daerah;31;4204283549;2024
5177;3.25.01.1.08;Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah;31;7617792530;2024
5177;3.25.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;31;2042217025;2024
5172;3.25.02.1.01;Pengelolaan Ruang Laut Sampai Dengan 12 Mil di Luar Minyak dan Gas Bumi;31;1648482245;2024
5172;3.25.02.1.02;Penerbitan Izin Pemanfaatan Ruang Laut di Bawah 12 Mil di Luar Minyak dan Gas Bumi;31;382255625;2024
5172;3.25.02.1.03;Pemberdayaan Masyarakat Pesisir dan Pulau-Pulau Kecil;31;240000000;2024
5173;3.25.03.1.01;Pengelolaan Penangkapan Ikan di Wilayah Laut Sampai Dengan 12 Mil;31;10056722739;2024
5173;3.25.03.1.02;Pengelolaan Penangkapan Ikan di Wilayah Sungai, Danau, Waduk, Rawa, dan Genangan Air Lainnya yang dapat Diusahakan Lintas Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi;31;0;2024
5173;3.25.03.1.03;Penerbitan Izin Usaha Perikanan Tangkap untuk Kapal Perikanan Berukuran di atas 10 GT sampai dengan 30 GT;31;280000000;2024
5173;3.25.03.1.06;Penetapan Lokasi Pembangunan serta Pengelolaan Pelabuhan Perikanan Provinsi;31;13241980382;2024
5174;3.25.04.1.05;Pengelolaan Pembudidayaan Ikan di Laut;31;1539323110;2024
5174;3.25.04.1.06;Pengelolaan Pembudidayaan Ikan di Perairan Darat;31;7415846209;2024
5175;3.25.05.1.01;Pengawasan Sumber Daya Kelautan dan Perikanan sampai dengan 12 Mil;31;3541517500;2024
5175;3.25.05.1.02;Pengawasan Sumber Daya Perikanan di Wilayah Sungai, Danau, Waduk, Rawa, dan Genangan Air Lainnya yang Dapat Diusahakan Lintas Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi;31;96776000;2024
5176;3.25.06.1.01;Penerbitan Izin Usaha Pemasaran dan Pengolahan Hasil Perikanan Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi;31;310000000;2024
5176;3.25.06.1.02;Pembinaan Mutu dan Keamanan Hasil Perikanan bagi Usaha Pengolahan dan Pemasaran Skala Menengah dan Besar;31;1007521103;2024
5176;3.25.06.1.03;Penyediaan dan Penyaluran Bahan Baku Industri Pengolahan Ikan Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi;31;653354625;2024
5124;2.12.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;22;612903800;2024
5124;2.12.01.1.02;Administrasi Keuangan Perangkat Daerah;22;5678739736;2024
5124;2.12.01.1.03;Administrasi Barang Milik Daerah pada Perangkat Daerah;22;48891500;2024
5124;2.12.01.1.05;Administrasi Kepegawaian Perangkat Daerah;22;449999750;2024
5124;2.12.01.1.06;Administrasi Umum Perangkat Daerah;22;1310595315;2024
5124;2.12.01.1.07;Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah;22;40373000;2024
5124;2.12.01.1.08;Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah;22;1368489444;2024
5124;2.12.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;22;816776500;2024
5120;2.12.02.1.01;Pelayanan Pendaftaran Kependudukan ;22;199999850;2024
5120;2.12.02.1.02;Penyelenggaraan Pendaftaran Kependudukan;22;596966700;2024
5121;2.12.03.1.02;Penyelenggaraan Pencatatan Sipil di Provinsi;22;596961800;2024
5122;2.12.04.1.02;Penyelenggaraan Pengelolaan Informasi Administrasi Kependudukan Provinsi;22;175510450;2024
5122;2.12.04.1.03;Pembinaan dan Pengawasan Pengelolaan Informasi Administrasi Kependudukan Provinsi;22;357887800;2024
5123;2.12.05.1.01;Penyediaan Profil Kependudukan;22;220715000;2024
5056;1.02.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;12;724390000;2024
5056;1.02.01.1.02;Administrasi Keuangan Perangkat Daerah;12;178877668133;2024
5056;1.02.01.1.03;Administrasi Barang Milik Daerah pada Perangkat Daerah;12;230788800;2024
5056;1.02.01.1.05;Administrasi Kepegawaian Perangkat Daerah;12;241604000;2024
5056;1.02.01.1.06;Administrasi Umum Perangkat Daerah;12;4155751445;2024
5056;1.02.01.1.07;Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah;12;11496256056;2024
5056;1.02.01.1.08;Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah;12;7798891453;2024
5056;1.02.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;12;2712794836;2024
5056;1.02.01.1.10;Peningkatan Pelayanan BLUD;12;263959729451;2024
5052;1.02.02.1.01;Penyediaan Fasilitas Pelayanan, Sarana, Prasarana dan Alat Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi;12;22448310975;2024
5052;1.02.02.1.02;Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi;12;49485773264;2024
5052;1.02.02.1.03;Penyelenggaraan Sistem Informasi Kesehatan Secara Terintegrasi;12;709999678;2024
5052;1.02.02.1.04;Penerbitan Izin Rumah Sakit Kelas B dan Fasilitas Pelayanan Kesehatan Tingkat Daerah Provinsi;12;640684000;2024
