kegiatan_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
23;8.01.04.1.01.0002;Penyusunan Bahan Perumusan Kebijakan Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah;2;30490898877;2024
23;8.01.04.1.01.0003;Pelaksanaan Kebijakan Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah;2;164878450;2024
23;8.01.04.1.01.0004;Pelaksanaan Koordinasi Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah;2;79300950;2024
23;8.01.04.1.01.0005;Pelaksanaan Monitoring Evaluasi dan Pelaporan Dibidang Pendaftaran Ormas, Pemberdayaan Ormas, Evaluasi dan Mediasi Sengketa Ormas, Pengawasan Ormas dan Ormas Asing di Daerah;2;171769050;2024
24;8.01.05.1.01.0003;Pelaksanaan Kebijakan di Bidang Ketahanan Ekonomi, Sosial, Budaya dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah;2;56710200;2024
24;8.01.05.1.01.0004;Pelaksanaan Koordinasi di Bidang Ketahanan Ekonomi, Sosial, Budaya dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah;2;132957300;2024
24;8.01.05.1.01.0005;Pelaksanaan Monitoring, Evaluasi dan Pelaporan di Bidang Ketahanan Ekonomi, Sosial, Budaya dan Fasilitasi Pencegahan Penyalagunaan Narkotika, Fasilitasi Kerukunan Umat Beragama dan Penghayat Kepercayaan di Daerah;2;245416125;2024
25;8.01.06.1.01.0002;Penyusunan Bahan Perumusan Kebijakan di Bidang Kewaspadaan Dini, Kerja Sama Intelijen, Pemantauan Orang Asing, Tenaga Kerja Asing dan Lembaga Asing, Kewaspadaan Perbatasan Antar Negara, Fasilitasi Kelembagaan Bidang Kewaspadaan, serta Penanganan Konflik di Daerah;2;236948300;2024
25;8.01.06.1.01.0003;Pelaksanaan Kebijakan di Bidang Kewaspadaan Dini, Kerja Sama Intelijen, Pemantauan Orang Asing, Tenaga Kerja Asing dan Lembaga Asing, Kewaspadaan Perbatasan Antar Negara, Fasilitasi Kelembagaan Bidang Kewaspadaan, serta Penanganan Konflik di Daerah;2;133038750;2024
25;8.01.06.1.01.0004;Pelaksanaan Koordinasi di Bidang Kewaspadaan Dini, Kerja Sama Intelijen, Pemantauan Orang Asing, Tenaga Kerja Asing dan Lembaga Asing, Kewaspadaan Perbatasan Antar Negara, Fasilitasi Kelembagaan Bidang Kewaspadaan, serta Penanganan Konflik di Daerah;2;142529750;2024
25;8.01.06.1.01.0005;Pelaksanaan Monitoring, Evaluasi dan Pelaporan di Bidang Kewaspadaan Dini, Kerja Sama Intelijen, Pemantauan Orang Asing, Tenaga Kerja Asing dan Lembaga Asing, Kewaspadaan Perbatasan Antar Negara, Fasilitasi Kelembagaan Bidang Kewaspadaan, serta Penanganan Konflik di Daerah;2;193959700;2024
25;8.01.06.1.01.0006;Pelaksanaan Forum Koordinasi Pimpinan Daerah Provinsi;2;915491500;2024
26;1.05.01.1.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;8;190582112;2024
26;1.05.01.1.01.0004;Koordinasi dan Penyusunan DPA-SKPD;8;201429800;2024
27;1.05.01.1.02.0001;Penyediaan Gaji dan Tunjangan ASN;8;9023293155;2024
27;1.05.01.1.02.0002;Penyediaan Administrasi Pelaksanaan Tugas ASN;8;2712750000;2024
27;1.05.01.1.02.0003;Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD;8;481019900;2024
27;1.05.01.1.02.0008;Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran;8;85000000;2024
28;1.05.01.1.03.0006;Penatausahaan Barang Milik Daerah pada SKPD;8;174998500;2024
29;1.05.01.1.06.0002;Penyediaan Peralatan dan Perlengkapan Kantor;8;65780700;2024
29;1.05.01.1.06.0009;Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD;8;464640000;2024
30;1.05.01.1.07.0010;Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya;8;146656400;2024
31;1.05.01.1.08.0002;Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik;8;235789500;2024
31;1.05.01.1.08.0004;Penyediaan Jasa Pelayanan Umum Kantor;8;146500000;2024
32;1.05.01.1.09.0007;Pemeliharaan Aset Tetap Lainnya;8;110230000;2024
33;1.05.03.1.01.0002;Sosialisasi, Komunikasi, Informasi dan Edukasi (KIE) Rawan Bencana Provinsi (Per Jenis Bencana);8;265561500;2024
33;1.05.03.1.01.0003;Penyusunan Kajian Risiko Bencana Provinsi;8;146650;2024
34;1.05.03.1.02.0012;Penyusunan Rencana Penanggulangan Bencana Daerah;8;123220550;2024
34;1.05.03.1.02.0013;Penguatan Kapasitas Kawasan untuk Pencegahan dan Kesiapsiagaan bencana;8;6905872909;2024
34;1.05.03.1.02.0016;Pelatihan Pencegahan dan Mitigasi Bencana;8;148239000;2024
35;1.05.03.1.03.0002;Respon Cepat Penanganan Darurat Bencana;8;46500772554;2024
35;1.05.03.1.03.0004;Penyediaan Logistik Penyelamatan dan Evakuasi Korban Bencana;8;3233843766;2024
36;1.05.03.1.04.0009;Koordinasi Penanganan Pascabencana Provinsi;8;3818980567;2024
36;1.05.03.1.04.0018;Penguatan Kelembagaan Bencana Daerah;8;96045025;2024
36;1.05.03.1.04.0020;Pembinaan dan Pengawasan Penerapan Standar Pelayanan Minimal (SPM) Sub Urusan Bencana Kabupaten/Kota;8;104168300;2024
37;5.02.01.1.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;3;528441265;2024
37;5.02.01.1.01.0006;Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD;3;2221948500;2024
38;5.02.01.1.02.0001;Penyediaan Gaji dan Tunjangan ASN;3;63680249268;2024
39;5.02.01.1.04.0001;Perencanaan Pengelolaan Retribusi Daerah;3;156812050;2024
39;5.02.01.1.04.0002;Analisa dan Pengembangan Retribusi Daerah, serta Penyusunan Kebijakan Retribusi Daerah;3;250772550;2024
39;5.02.01.1.04.0003;Penyuluhan dan Penyebarluasan Kebijakan Retribusi Daerah;3;254624650;2024
39;5.02.01.1.04.0004;Pendataan dan Pendaftaran Objek Retribusi Daerah;3;289665465;2024
39;5.02.01.1.04.0007;Pelaporan Pengelolaan Retribusi Daerah;3;48067350;2024
40;5.02.01.1.05.0003;Pendataan dan Pengolahan Administrasi Kepegawaian;3;958538800;2024
40;5.02.01.1.05.0009;Pendidikan dan Pelatihan Pegawai Berdasarkan Tugas dan Fungsi;3;326308000;2024
40;5.02.01.1.05.0010;Sosialisasi Peraturan Perundang-Undangan;3;53786250;2024
41;5.02.01.1.06.0002;Penyediaan Peralatan dan Perlengkapan Kantor;3;6212633335;2024
41;5.02.01.1.06.0005;Penyediaan Barang Cetakan dan Penggandaan;3;342680000;2024
41;5.02.01.1.06.0009;Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD;3;801872873;2024
41;5.02.01.1.06.0011;Dukungan Pelaksanaan Sistem Pemerintahan Berbasis Elektronik pada SKPD;3;264999950;2024
42;5.02.01.1.07.0010;Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya;3;7062681650;2024
43;5.02.01.1.08.0003;Penyediaan Jasa Peralatan dan Perlengkapan Kantor;3;6269361214;2024
44;5.02.01.1.09.0001;Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan;3;64564881;2024
44;5.02.01.1.09.0006;Pemeliharaan Peralatan dan Mesin Lainnya;3;1921164921;2024
44;5.02.01.1.09.0007;Pemeliharaan Aset Tetap Lainnya;3;940440000;2024
45;5.02.04.1.01.0001;Perencanaan Pengelolaan Pajak Daerah;3;505552500;2024
45;5.02.04.1.01.0002;Analisa dan Pengembangan Pajak Daerah, serta Penyusunan Kebijakan Pajak Daerah;3;427165450;2024
45;5.02.04.1.01.0003;Penyuluhan dan Penyebarluasan Kebijakan Pajak Daerah;3;376331750;2024
45;5.02.04.1.01.0005;Pendataan dan Pendaftaran Objek Pajak Daerah;3;97550000;2024
45;5.02.04.1.01.0006;Pengolahan, Pemeliharaan, dan Pelaporan Basis Data Pajak Daerah;3;526523250;2024
45;5.02.04.1.01.0007;Penetapan Wajib Pajak Daerah;3;535312000;2024
45;5.02.04.1.01.0008;Pelayanan dan Konsultasi Pajak Daerah;3;194714000;2024
45;5.02.04.1.01.0009;Penelitian dan Verifikasi Data Pelaporan Pajak Daerah;3;194562800;2024
45;5.02.04.1.01.0010;Penagihan Pajak Daerah;3;6821596631;2024
45;5.02.04.1.01.0011;Penyelesaian Keberatan Pajak Daerah;3;37882000;2024
45;5.02.04.1.01.0012;Pengendalian, Pemeriksaan dan Pengawasan Pajak Daerah;3;385284675;2024
45;5.02.04.1.01.0013;Pembinaan dan Pengawasan Pengelolaan Pajak Daerah dan Retribusi Daerah;3;460726190;2024
45;5.02.04.1.01.0014;Elektronifikasi Transaksi Pemerintah Daerah;3;200000050;2024
46;5.02.01.1.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;4;177958221;2024
46;5.02.01.1.01.0002;Koordinasi dan Penyusunan Dokumen RKA- SKPD;4;87177000;2024
46;5.02.01.1.01.0003;Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD;4;79415000;2024
46;5.02.01.1.01.0004;Koordinasi dan Penyusunan DPA-SKPD;4;85070800;2024
46;5.02.01.1.01.0005;Koordinasi dan Penyusunan Perubahan DPA- SKPD;4;87350000;2024
46;5.02.01.1.01.0007;Evaluasi Kinerja Perangkat Daerah;4;459311450;2024
47;5.02.01.1.02.0001;Penyediaan Gaji dan Tunjangan ASN;4;374499728774;2024
47;5.02.01.1.02.0002;Penyediaan Administrasi Pelaksanaan Tugas ASN;4;2335683000;2024
47;5.02.01.1.02.0003;Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD;4;323820000;2024
47;5.02.01.1.02.0004;Koordinasi dan Pelaksanaan Akuntansi SKPD;4;45850000;2024
47;5.02.01.1.02.0005;Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD;4;120000000;2024
47;5.02.01.1.02.0006;Pengelolaan dan Penyiapan Bahan Tanggapan Pemeriksaan;4;657297050;2024
47;5.02.01.1.02.0007;Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/Semesteran SKPD;4;79042500;2024
47;5.02.01.1.02.0008;Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran;4;47600000;2024
48;5.02.01.1.03.0006;Penatausahaan Barang Milik Daerah pada SKPD;4;100558000;2024
49;5.02.01.1.05.0002;Pengadaan Pakaian Dinas Beserta Atribut Kelengkapannya;4;410840610;2024
49;5.02.01.1.05.0003;Pendataan dan Pengolahan Administrasi Kepegawaian;4;54464650;2024
49;5.02.01.1.05.0005;Monitoring, Evaluasi, dan Penilaian Kinerja Pegawai;4;134357500;2024
49;5.02.01.1.05.0009;Pendidikan dan Pelatihan Pegawai Berdasarkan Tugas dan Fungsi;4;181470000;2024
49;5.02.01.1.05.0010;Sosialisasi Peraturan Perundang-Undangan;4;290789550;2024
49;5.02.01.1.05.0011;Bimbingan Teknis Implementasi Peraturan Perundang-Undangan;4;687558950;2024
50;5.02.01.1.06.0001;Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor;4;166261370;2024
50;5.02.01.1.06.0002;Penyediaan Peralatan dan Perlengkapan Kantor;4;308871500;2024
50;5.02.01.1.06.0003;Penyediaan Peralatan Rumah Tangga;4;42659160;2024
50;5.02.01.1.06.0005;Penyediaan Barang Cetakan dan Penggandaan;4;166926497;2024
50;5.02.01.1.06.0009;Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD;4;935462850;2024
51;5.02.01.1.07.0001;Pengadaan Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan;4;2786110000;2024
51;5.02.01.1.07.0005;Pengadaan Mebel;4;374056500;2024
51;5.02.01.1.07.0007;Pengadaan Aset Tetap Lainnya;4;1117193675;2024
51;5.02.01.1.07.0009;Pengadaan Gedung Kantor atau Bangunan Lainnya;4;2150321262;2024
52;5.02.01.1.08.0002;Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik;4;1825240820;2024
52;5.02.01.1.08.0003;Penyediaan Jasa Peralatan dan Perlengkapan Kantor;4;1390221199;2024
53;5.02.01.1.09.0001;Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan;4;746870000;2024
53;5.02.01.1.09.0010;Pemeliharaan/Rehabilitasi Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya;4;1068614123;2024
53;5.02.01.1.09.0011;Pemeliharaan/Rehabilitasi Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya;4;114490000;2024
54;5.02.02.1.01.0001;Koordinasi dan Penyusunan KUA dan PPAS;4;640047750;2024
54;5.02.02.1.01.0002;Koordinasi dan Penyusunan Perubahan KUA dan Perubahan PPAS;4;345854900;2024
54;5.02.02.1.01.0003;Koordinasi, Penyusunan dan Verifikasi RKA- SKPD;4;600397350;2024
54;5.02.02.1.01.0005;Koordinasi, Penyusunan dan Verifikasi DPA- SKPD;4;198693825;2024
54;5.02.02.1.01.0007;Koordinasi dan Penyusunan Peraturan Daerah tentang APBD dan Peraturan Kepala Daerah tentang Penjabaran APBD;4;2042809850;2024
54;5.02.02.1.01.0008;Koordinasi dan Penyusunan Peraturan Daerah tentang Perubahan APBD dan Peraturan Kepala Daerah tentang Penjabaran Perubahan APBD;4;463483275;2024
54;5.02.02.1.01.0013;Pembinaan Perencanaan Penganggaran Daerah Pemerintah Provinsi;4;1161562925;2024
55;5.02.02.1.02.0002;Evaluasi Rancangan Peraturan Daerah tentang APBD Kabupaten/Kota dan Rancangan Peraturan Kepala Daerah tentang Penjabaran APBD Kabupaten/Kota;4;771325175;2024
55;5.02.02.1.02.0003;Evaluasi Rancangan Peraturan Daerah tentang Perubahan APBD Kabupaten/Kota dan Rancangan Peraturan Kepala Daerah tentang Penjabaran Perubahan APBD Kabupaten/Kota;4;294148100;2024
56;5.02.02.1.03.0001;Koordinasi dan Pengelolaan Kas Daerah;4;267825635;2024
56;5.02.02.1.03.0003;Penyiapan, Pelaksanaan Pengendalian dan Penerbitan Anggaran Kas dan SPD;4;424133061;2024
56;5.02.02.1.03.0004;Penatausahaan Pembiayaan Daerah;4;386557155;2024
56;5.02.02.1.03.0005;Koordinasi, Fasilitasi, Asistensi, Sinkronisasi, Supervisi, Monitoring, dan Evaluasi Pengelolaan Dana Perimbangan dan Dana Transfer Lainnya;4;887832000;2024
56;5.02.02.1.03.0007;Koordinasi dan Penyusunan Laporan Realisasi Penerimaan dan Pengeluaran Kas Daerah, Laporan Aliran Kas, dan Pelaksanaan Pemungutan/Pemotongan dan Penyetoran Perhitungan Fihak Ketiga (PFK);4;139190230;2024
56;5.02.02.1.03.0008;Koordinasi Pelaksanaan Piutang dan Utang Daerah yang Timbul Akibat Pengelolaan Kas, Pelaksanaan Analisis Pembiayaan dan Penempatan Uang Daerah sebagai Optimalisasi Kas;4;229360000;2024
56;5.02.02.1.03.0009;Rekonsiliasi Data Penerimaan dan Pengeluaran Kas serta Pemungutan dan Pemotongan atas SP2D dengan Instansi Terkait;4;880469950;2024
56;5.02.02.1.03.0010;Penyusunan Petunjuk Teknis Administrasi Keuangan yang Berkaitan dengan Penerimaan dan Pengeluaran Kas serta Penatausahaan dan Pertanggungjawaban Sub Kegiatan;4;926766020;2024
57;5.02.02.1.04.0002;Rekonsiliasi dan Verifikasi Aset, Kewajiban, Ekuitas, Pendapatan, Belanja, Pembiayaan, Pendapatan-LO, dan Beban;4;972553725;2024
57;5.02.02.1.04.0004;Konsolidasi Laporan Keuangan SKPD, BLUD dan Laporan Keuangan Pemerintah Daerah;4;1154523400;2024
57;5.02.02.1.04.0005;Koordinasi dan Penyusunan Rancangan Peraturan Daerah tentang Pertanggungjawaban Pelaksanaan APBD Provinsi dan Rancangan Peraturan Kepala Daerah tentang Penjabaran Pertanggungjawaban Pelaksanaan APBD Provinsi;4;1135190750;2024
57;5.02.02.1.04.0010;Penyusunan Sistem dan Prosedur Akuntansi dan Pelaporan Keuangan Pemerintah Daerah;4;935254868;2024
58;5.02.02.1.05.0007;Penyusunan Kebijakan dan Alokasi Subsidi;4;729435427490;2024
59;5.02.03.1.01.0001;Penyusunan Standar Harga;4;252558600;2024
59;5.02.03.1.01.0003;Penyusunan Rencana Kebutuhan Barang Milik Daerah;4;248840200;2024
59;5.02.03.1.01.0005;Penatausahaan Barang Milik Daerah;4;1076901250;2024
59;5.02.03.1.01.0006;Inventarisasi Barang Milik Daerah;4;272410150;2024
59;5.02.03.1.01.0007;Pengamanan Barang Milik Daerah;4;1048676900;2024
59;5.02.03.1.01.0008;Penilaian Barang Milik Daerah;4;448299750;2024
59;5.02.03.1.01.0009;Pengawasan dan Pengendalian Pengelolaan Barang Milik Daerah;4;222500000;2024
59;5.02.03.1.01.0010;Optimalisasi Penggunaan, Pemanfaatan, Pemindahtanganan, Pemusnahan, dan Penghapusan Barang Milik Daerah;4;204666000;2024
59;5.02.03.1.01.0011;Rekonsiliasi dalam rangka Penyusunan Laporan Barang Milik Daerah;4;131905500;2024
59;5.02.03.1.01.0012;Penyusunan Laporan Barang Milik Daerah;4;239380900;2024
60;5.04.01.1.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;6;657688900;2024
60;5.04.01.1.01.0006;Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD;6;108431850;2024
