kode,nama,anggaran,satuan_kerja_id,tahun_kinerja
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI (KDH),10334793508,43,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI (SEKRETARIAT DAERAH),0,43,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI (TU PIMPINAN),7000000133,43,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI (WKDH),5000000000,43,2025
