kegiatan_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
1239;6.01.03.2.02.0002;Pendampingan, Asistensi, Verifikasi, dan Penilaian Reformasi Birokrasi;48;335300000;2025
  
