id,satuan_kerja_id,satuan_kerja_nama,lv0_jabatan_id,lv0_jabatan_nama,lv0_eselon_nm,lv1_unit_kerja_id,lv1_unit_kerja_nama,lv1_jabatan_id,lv1_jabatan_nama,lv1_eselon_nm,lv2_unit_kerja_id,lv2_unit_kerja_nama,lv2_jabatan_id,lv2_jabatan_nama,lv2_eselon_nm,lv3_unit_kerja_id,lv3_unit_kerja_nama,lv3_jabatan_id,lv3_jabatan_nama,lv3_eselon_nm,lv4_unit_kerja_id,lv4_unit_kerja_nama,lv4_jabatan_id,lv4_jabatan_nama,lv4_eselon_nm,lv5_unit_kerja_id,lv5_unit_kerja_nama,lv5_jabatan_id,lv5_jabatan_nama,lv5_eselon_nm,lv6_unit_kerja_id,lv6_unit_kerja_nama,lv6_jabatan_id,lv6_jabatan_nama,lv6_eselon_nm,lv7_unit_kerja_id,lv7_unit_kerja_nama,lv7_jabatan_id,lv7_jabatan_nama,lv7_eselon_nm,level,unit_kerja_kode,parent_id,jabatan_id,eselon_nm,kode_unit_kerja,eselon_id,jabatan_nama,unit_kerja_nama,gol_id_minimum,alamat,latitude,longitude,m_kabkot_id,nama_kota,unit_kerja_id_baru,status,unit_kerja_aktif_mulai,unit_kerja_aktif_selesai,kode_jabatan,created_at,updated_at
188,49,SEKRETARIAT DAERAH,34461,SEKRETARIS DAERAH,I.b,144,ASISTEN ADMINISTRASI UMUM,33353,ASISTEN ADMINISTRASI UMUM,II.a,175,BIRO ADMINISTRASI PIMPINAN,34480,KEPALA BIRO ADMINISTRASI PIMPINAN,II.b,184,BAGIAN PROTOKOL,34501,KEPALA BAGIAN PROTOKOL,III.a,188,SUB BAGIAN KEPROTOKOLAN,34504,KEPALA SUB BAGIAN KEPROTOKOLAN,IV.a,,,,,,,,,,,,,,,,4,,184,34504,IV.a,1.00E+11,41,KEPALA SUB BAGIAN KEPROTOKOLAN,SUB BAGIAN KEPROTOKOLAN,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
190,2,BADAN KESATUAN BANGSA DAN POLITIK,33322,KEPALA BADAN KESATUAN BANGSA DAN POLITIK,II.a,22,SEKRETARIAT,33315,SEKRETARIS,III.a,23,SUB BAGIAN KEPEGAWAIAN DAN UMUM,33316,KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,22,33316,IV.a,1.03E+11,41,KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM,SUB BAGIAN KEPEGAWAIAN DAN UMUM,133,JL. TANJUNG API NO. 7 PALU,,,,,,1,,,,,
191,25,DINAS PERHUBUNGAN,33482,KEPALA DINAS PERHUBUNGAN,II.a,427,SEKRETARIAT,33483,SEKRETARIS,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,25,33483,III.a,1.02E+11,31,SEKRETARIS,SEKRETARIAT,141,JL. R.A. KARTINI NO.35 PALU,,,,,,1,,,,,
192,47,SATUAN POLISI PAMONG PRAJA,33981,KEPALA SATUAN POLISI PAMONG PRAJA,II.a,254,BIDANG PERLINDUNGAN MASYARAKAT,33995,KEPALA BIDANG PERLINDUNGAN MASYARAKAT,III.a,255,SEKSI DATA DAN INFORMASI,33996,KEPALA SEKSI DATA DAN INFORMASI,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,254,33996,IV.a,1.04E+11,41,KEPALA SEKSI DATA DAN INFORMASI,SEKSI DATA DAN INFORMASI,133,JL. PRAMUKA NO.21 PALU,,,,,,1,,,,,
193,5,BADAN KEPEGAWAIAN DAERAH,24454,KEPALA BADAN KEPEGAWAIAN DAERAH,II.a,11,SEKRETARIAT,33300,SEKRETARIS,III.a,18,SUB BAGIAN UMUM DAN KEPEGAWAIAN,33302,KEPALA SUB BAGIAN UMUM DAN KEPEGAWAIAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,11,33302,IV.a,1.04E+11,41,KEPALA SUB BAGIAN UMUM DAN KEPEGAWAIAN,SUB BAGIAN UMUM DAN KEPEGAWAIAN,133,"JL. DR. SAM RATULANGI, NO. 63, PALU",,,,,,1,,,,,
194,36,DINAS ENERGI DAN SUMBER DAYA MINERAL,33744,KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL,II.a,642,UPT PELAYANAN TEKNIS LABORATORIUM,33926,KEPALA UPT PELAYANAN TEKNIS LABORATORIUM,III.b,644,SEKSI PELAYANAN PENGUJIAN,33928,KEPALA SEKSI PELAYANAN PENGUJIAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,642,33928,IV.a,1.02E+11,41,KEPALA SEKSI PELAYANAN PENGUJIAN,SEKSI PELAYANAN PENGUJIAN,133,JL. SAM RATULANGI NO.25 PALU,,,,,,1,,,,,
195,5,BADAN KEPEGAWAIAN DAERAH,24454,KEPALA BADAN KEPEGAWAIAN DAERAH,II.a,14,BIDANG MUTASI DAN PROMOSI,33306,KEPALA BIDANG MUTASI DAN PROMOSI,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,33306,III.a,1.04E+11,31,KEPALA BIDANG MUTASI DAN PROMOSI,BIDANG MUTASI DAN PROMOSI,141,"JL. DR. SAM RATULANGI, NO. 63, PALU",,,,,,1,,,,,
196,33,DINAS PERKEBUNAN DAN PETERNAKAN,37689,KEPALA DINAS PERKEBUNAN DAN PETERNAKAN,II.a,886,UPT VETERINER,36591,KEPALA UPT VETERINER,III.a,887,SEKSI PELAYANAN KESEHATAN HEWAN,36592,KEPALA SEKSI PELAYANAN KESEHATAN HEWAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,886,36592,IV.a,1.03E+11,41,KEPALA SEKSI PELAYANAN KESEHATAN HEWAN,SEKSI PELAYANAN KESEHATAN HEWAN,133,JL. R.A. KARTINI NO.25 & 31 PALU,,,,,,1,,,,,
197,5,BADAN KEPEGAWAIAN DAERAH,24454,KEPALA BADAN KEPEGAWAIAN DAERAH,II.a,15,BIDANG PENILAIAN KINERJA APARATUR DAN PENGHARGAAN,33307,KEPALA BIDANG PENILAIAN KINERJA APARATUR DAN PENGHARGAAN,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,33307,III.a,1.04E+11,31,KEPALA BIDANG PENILAIAN KINERJA APARATUR DAN PENGHARGAAN,BIDANG PENILAIAN KINERJA APARATUR DAN PENGHARGAAN,141,"JL. DR. SAM RATULANGI, NO. 63, PALU",,,,,,1,,,,,
198,2,BADAN KESATUAN BANGSA DAN POLITIK,33322,KEPALA BADAN KESATUAN BANGSA DAN POLITIK,II.a,22,SEKRETARIAT,33315,SEKRETARIS,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,33315,III.a,1.03E+11,31,SEKRETARIS,SEKRETARIAT,141,JL. TANJUNG API NO. 7 PALU,,,,,,1,,,,,
199,36,DINAS ENERGI DAN SUMBER DAYA MINERAL,33744,KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL,II.a,646,CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH I,33930,KEPALA CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH I,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Cabang,36,33930,III.b,1.02E+11,32,KEPALA CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH I,CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH I,134,JL. SAM RATULANGI NO.25 PALU,,,,,,1,,,,,
200,2,BADAN KESATUAN BANGSA DAN POLITIK,33322,KEPALA BADAN KESATUAN BANGSA DAN POLITIK,II.a,22,SEKRETARIAT,33315,SEKRETARIS,III.a,24,SUB BAGIAN KEUANGAN DAN ASET,33317,KEPALA SUB BAGIAN KEUANGAN DAN ASET,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,22,33317,IV.a,1.03E+11,41,KEPALA SUB BAGIAN KEUANGAN DAN ASET,SUB BAGIAN KEUANGAN DAN ASET,133,JL. TANJUNG API NO. 7 PALU,,,,,,1,,,,,
201,5,BADAN KEPEGAWAIAN DAERAH,24454,KEPALA BADAN KEPEGAWAIAN DAERAH,II.a,11,SEKRETARIAT,33300,SEKRETARIS,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,33300,III.a,1.04E+11,31,SEKRETARIS,SEKRETARIAT,141,"JL. DR. SAM RATULANGI, NO. 63, PALU",,,,,,1,,,,,
202,14,DINAS CIPTA KARYA DAN SUMBER DAYA AIR,33805,KEPALA DINAS CIPTA KARYA DAN SUMBER DAYA AIR,II.a,682,UPT SISTEM PENGELOLAAN AIR MINUM DAERAH,33837,KEPALA UPT SISTEM PENGELOLAAN AIR MINUM DAERAH,III.b,685,SEKSI PELAYANAN TEKNIS,33841,KEPALA SEKSI PELAYANAN TEKNIS,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,682,33841,IV.a,1.01E+11,41,KEPALA SEKSI PELAYANAN TEKNIS,SEKSI PELAYANAN TEKNIS,133,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,1,,,,,
203,9,BADAN PENGHUBUNG,34016,SEKRETARIS DEWAN PERWAKILAN RAKYAT DAERAH,II.a,269,SUB BIDANG PROMOSI DAN INFORMASI DAERAH,33568,KEPALA SUB BIDANG PROMOSI DAN INFORMASI DAERAH,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,9,33568,IV.a,1.04E+11,41,KEPALA SUB BIDANG PROMOSI DAN INFORMASI DAERAH,SUB BIDANG PROMOSI DAN INFORMASI DAERAH,133,JL. BELAWAN NO. 15 JAKARTA,,,,,,1,,,,,
204,14,DINAS CIPTA KARYA DAN SUMBER DAYA AIR,33805,KEPALA DINAS CIPTA KARYA DAN SUMBER DAYA AIR,II.a,670,BIDANG AIR MINUM DAN PENYEHATAN LINGKUNGAN PERMUKIMAN,33810,KEPALA BIDANG AIR MINUM DAN PENYEHATAN LINGKUNGAN PERMUKIMAN,III.a,672,SEKSI PENYEHATAN LINGKUNGAN PERMUKIMAN,33812,KEPALA SEKSI PENYEHATAN LINGKUNGAN PERMUKIMAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,670,33812,IV.a,1.01E+11,41,KEPALA SEKSI PENYEHATAN LINGKUNGAN PERMUKIMAN,SEKSI PENYEHATAN LINGKUNGAN PERMUKIMAN,133,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,1,,,,,
205,18,DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,33338,KEPALA DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,II.a,81,BIDANG KUALITAS HIDUP PEREMPUAN DAN KUALITAS KELUARGA,33342,KEPALA BIDANG KUALITAS HIDUP PEREMPUAN DAN KUALITAS KELUARGA,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18,33342,III.a,1.01E+11,31,KEPALA BIDANG KUALITAS HIDUP PEREMPUAN DAN KUALITAS KELUARGA,BIDANG KUALITAS HIDUP PEREMPUAN DAN KUALITAS KELUARGA,141,JL. MANGUNSARKORO NO. 31. PALU,,,,,,1,,,,,
206,1,BADAN PERENCANAAN PEMBANGUNAN DAERAH,33570,KEPALA BADAN PERENCANAAN PEMBANGUNAN DAERAH,II.a,227,SEKRETARIAT,33571,SEKRETARIS,III.a,228,SUB BAGIAN KEUANGAN DAN ASET,33572,KEPALA SUB BAGIAN KEUANGAN DAN ASET,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,227,33572,IV.a,1.04E+11,41,KEPALA SUB BAGIAN KEUANGAN DAN ASET,SUB BAGIAN KEUANGAN DAN ASET,133,JL. MOH. YAMIN NO. 7 PALU,,,,,,1,,,,,
207,25,DINAS PERHUBUNGAN,33482,KEPALA DINAS PERHUBUNGAN,II.a,419,BIDANG ANGKUTAN DAN KESELAMATAN JALAN DAN PERKERETAAPIAN,33489,KEPALA BIDANG ANGKUTAN DAN KESELAMATAN JALAN DAN PERKERETAAPIAN,III.a,421,SEKSI ANGKUTAN JALAN DAN TERMINAL,33491,KEPALA SEKSI ANGKUTAN JALAN DAN TERMINAL,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,419,33491,IV.a,1.02E+11,41,KEPALA SEKSI ANGKUTAN JALAN DAN TERMINAL,SEKSI ANGKUTAN JALAN DAN TERMINAL,133,JL. R.A. KARTINI NO.35 PALU,,,,,,1,,,,,
208,12,DINAS KESEHATAN,34343,KEPALA DINAS KESEHATAN,II.a,967,UPT RUMAH SAKIT UMUM DAERAH UNDATA,34390,KEPALA UPT RUMAH SAKIT UMUM DAERAH UNDATA,II.b,982,BAGIAN KEUANGAN,38702,KEPALA BAGIAN KEUANGAN,III.b,984,SUB BAGIAN VERIFIKASI DAN AKUNTANSI,,,,,,,,,,,,,,,,,,,,,,,,3,,982,,,1.00E+11,,,SUB BAGIAN VERIFIKASI DAN AKUNTANSI,,"JL. R.A. KARTINI, NO.11 PALU",,,,,,0,,,,,
209,2,BADAN KESATUAN BANGSA DAN POLITIK,33322,KEPALA BADAN KESATUAN BANGSA DAN POLITIK,II.a,25,BIDANG POLITIK,33318,KEPALA BIDANG POLITIK,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,33318,III.a,1.03E+11,31,KEPALA BIDANG POLITIK,BIDANG POLITIK,141,JL. TANJUNG API NO. 7 PALU,,,,,,1,,,,,
210,33,DINAS PERKEBUNAN DAN PETERNAKAN,37689,KEPALA DINAS PERKEBUNAN DAN PETERNAKAN,II.a,882,UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN,36599,KEPALA UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN,III.a,883,SEKSI PERBENIHAN TANAMAN REMPAH DAN SEMUSIM,36600,KEPALA SEKSI PERBENIHAN TANAMAN REMPAH DAN SEMUSIM,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,882,36600,IV.a,1.03E+11,41,KEPALA SEKSI PERBENIHAN TANAMAN REMPAH DAN SEMUSIM,SEKSI PERBENIHAN TANAMAN REMPAH DAN SEMUSIM,133,JL. R.A. KARTINI NO.25 & 31 PALU,,,,,,1,,,,,
211,4,BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH,33412,KEPALA BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH,II.a,224,BIDANG PENGELOLAAN ASET DAERAH,33413,KEPALA BIDANG PENGELOLAAN ASET DAERAH,III.a,226,SUB BIDANG PENGHAPUSAN DAN PEMINDAHTANGANAN ASET DAERAH,33546,KEPALA SUB BIDANG PENGHAPUSAN DAN PEMINDAHTANGANAN ASET DAERAH,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,224,33546,IV.a,1.03E+11,41,KEPALA SUB BIDANG PENGHAPUSAN DAN PEMINDAHTANGANAN ASET DAERAH,SUB BIDANG PENGHAPUSAN DAN PEMINDAHTANGANAN ASET DAERAH,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
212,8,BADAN PENANGGULANGAN BENCANA DAERAH,33323,KEPALA BADAN PENANGGULANGAN BENCANA DAERAH,II.a,32,BIDANG PENCEGAHAN DAN KESIAPSIAGAAN,33327,KEPALA BIDANG PENCEGAHAN DAN KESIAPSIAGAAN,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,33327,III.a,1.03E+11,31,KEPALA BIDANG PENCEGAHAN DAN KESIAPSIAGAAN,BIDANG PENCEGAHAN DAN KESIAPSIAGAAN,141,"JL. M.T HARYONO NO.28, PALU",,,,,,1,,,,,
213,14,DINAS CIPTA KARYA DAN SUMBER DAYA AIR,33805,KEPALA DINAS CIPTA KARYA DAN SUMBER DAYA AIR,II.a,690,UPT PENGELOLAAN SUMBER DAYA AIR WILAYAH II,33878,KEPALA UPT PENGELOLAAN SUMBER DAYA AIR WILAYAH II,III.b,692,SEKSI OPERASI DAN PEMELIHARAAN,33883,KEPALA SEKSI OPERASI DAN PEMELIHARAAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,690,33883,IV.a,1.01E+11,41,KEPALA SEKSI OPERASI DAN PEMELIHARAAN,SEKSI OPERASI DAN PEMELIHARAAN,133,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,1,,,,,
214,23,DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,33330,KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,II.a,35,SEKRETARIAT,33331,SEKRETARIS,III.a,37,SUB BAGIAN KEUANGAN DAN ASET,33333,KEPALA SUB BAGIAN KEUANGAN DAN ASET,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,35,33333,IV.a,1.01E+11,41,KEPALA SUB BAGIAN KEUANGAN DAN ASET,SUB BAGIAN KEUANGAN DAN ASET,133,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,1,,,,,
215,8,BADAN PENANGGULANGAN BENCANA DAERAH,33323,KEPALA BADAN PENANGGULANGAN BENCANA DAERAH,II.a,34,BIDANG REHABILITASI DAN REKONSTRUKSI,33329,KEPALA BIDANG REHABILITASI DAN REKONSTRUKSI,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,33329,III.a,1.03E+11,31,KEPALA BIDANG REHABILITASI DAN REKONSTRUKSI,BIDANG REHABILITASI DAN REKONSTRUKSI,141,"JL. M.T HARYONO NO.28, PALU",,,,,,1,,,,,
216,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,97,UPTD PENGUJIAN SERTIFIKASI MUTU BARANG,33368,KEPALA UPT PENGUJIAN SERTIFIKASI MUTU BARANG,III.b,100,SUB BAGIAN TATA USAHA,33369,KEPALA SUB BAGIAN TATA USAHA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,UPTD Tipe A,97,33369,IV.a,1.02E+11,41,KEPALA SUB BAGIAN TATA USAHA,SUB BAGIAN TATA USAHA,133,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
217,31,DINAS KELAUTAN DAN PERIKANAN,34250,KEPALA DINAS KELAUTAN DAN PERIKANAN,II.a,795,UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU - PULAU KECIL WILAYAH I,34284,KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU - PULAU KECIL WILAYAH I,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,31,34284,III.b,1.02E+11,32,KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU - PULAU KECIL WILAYAH I,UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU - PULAU KECIL WILAYAH I,134,JL. UNDATA NO.7 PALU,,,,,,1,,,,,
218,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,24,SMA NEGERI 1 KINTOM KAB. BANGGAI,34175,KEPALA SMA NEGERI 1 KINTOM KAB. BANGGAI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,489,34175,,1.03E+11,,KEPALA SMA NEGERI 1 KINTOM KAB. BANGGAI,SMA NEGERI 1 KINTOM KAB. BANGGAI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
219,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,96,BIDANG PENGEMBANGAN PERDAGANGAN DALAM NEGERI,33367,KEPALA BIDANG PENGEMBANGAN PERDAGANGAN DALAM NEGERI,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,33367,III.a,1.02E+11,31,KEPALA BIDANG PENGEMBANGAN PERDAGANGAN DALAM NEGERI,BIDANG PENGEMBANGAN PERDAGANGAN DALAM NEGERI,141,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
220,17,DINAS TENAGA KERJA DAN TRANSMIGRASI,34947,KEPALA DINAS TENAGA KERJA DAN TRANSMIGRASI,II.a,716,BIDANG PEMBANGUNAN KAWASAN TRANSMIGRASI DAN PENATAAN PERSEBARAN PENDUDUK,34999,KEPALA BIDANG PEMBANGUNAN KAWASAN TRANSMIGRASI DAN PENATAAN PERSEBARAN PENDUDUK,III.a,717,SEKSI PENYIAPAN PRASARANA DAN SARANA PERMUKIMAN DAN KAWASAN TRANSMIGRASI,35005,KEPALA SEKSI PENYIAPAN PRASARANA DAN SARANA PERMUKIMAN DAN KAWASAN TRANSMIGRASI,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,716,35005,IV.a,1.01E+11,41,KEPALA SEKSI PENYIAPAN PRASARANA DAN SARANA PERMUKIMAN DAN KAWASAN TRANSMIGRASI,SEKSI PENYIAPAN PRASARANA DAN SARANA PERMUKIMAN DAN KAWASAN TRANSMIGRASI,133,JL. R.A. KARTINI NO. 98 PALU,,,,,,1,,,,,
352,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,494,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL,33503,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL,III.b,1128,SMA NEGERI 1 BOKAT KAB. BUOL,34371,KEPALA SMA NEGERI 1 BOKAT KAB. BUOL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,494,34371,,1.03E+11,,KEPALA SMA NEGERI 1 BOKAT KAB. BUOL,SMA NEGERI 1 BOKAT KAB. BUOL,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
221,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,7,SMK NEGERI 1 BATUI SELATAN KAB. BANGGAI,34200,KEPALA SMK NEGERI 1 BATUI SELATAN KAB. BANGGAI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMK,489,34200,,1.03E+11,,KEPALA SMK NEGERI 1 BATUI SELATAN KAB. BANGGAI,SMK NEGERI 1 BATUI SELATAN KAB. BANGGAI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
222,3,BADAN PENDAPATAN DAERAH,33784,KEPALA BADAN PENDAPATAN DAERAH,II.a,310,BIDANG PENGENDALIAN DAN EVALUASI PENDAPATAN DAERAH,33802,KEPALA BIDANG PENGENDALIAN DAN EVALUASI PENDAPATAN DAERAH,III.a,312,SUB BIDANG PENGENDALIAN SISTEM ADMINISTRASI PELAYANAN PENDAPATAN DAERAH,33804,KEPALA SUB BIDANG PENGENDALIAN SISTEM ADMINISTRASI PELAYANAN PENDAPATAN DAERAH,IV.a,312,SUB BIDANG PENGENDALIAN SISTEM ADMINISTRASI PELAYANAN PENDAPATAN DAERAH,33804,KEPALA SUB BIDANG PENGENDALIAN SISTEM ADMINISTRASI PELAYANAN PENDAPATAN DAERAH,IV.a,,,,,,,,,,,,,,,,,,,,,2,,310,33804,IV.a,1.03E+11,41,KEPALA SUB BIDANG PENGENDALIAN SISTEM ADMINISTRASI PELAYANAN PENDAPATAN DAERAH,SUB BIDANG PENGENDALIAN SISTEM ADMINISTRASI PELAYANAN PENDAPATAN DAERAH,133,JL. PROF. DR. MOH. YAMIN NO. 34 PALU,,,,,,1,,,,,
223,12,DINAS KESEHATAN,34343,KEPALA DINAS KESEHATAN,II.a,998,UPT RUMAH SAKIT MADANI PALU,34406,KEPALA UPT RUMAH SAKIT MADANI PALU,III.a,15,BIDANG PENUNJANG PELAYANAN,38708,KEPALA BIDANG PENUNJANG PELAYANAN,III.b,17,SEKSI PENUNJANG NON MEDIS,38710,KEPALA SEKSI PENUNJANG NON MEDIS,IV.a,,,,,,,,,,,,,,,,,,,,,3,,15,38710,IV.a,1.00E+11,41,KEPALA SEKSI PENUNJANG NON MEDIS,SEKSI PENUNJANG NON MEDIS,133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,,,
224,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,97,UPTD PENGUJIAN SERTIFIKASI MUTU BARANG,33368,KEPALA UPT PENGUJIAN SERTIFIKASI MUTU BARANG,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UPTD Tipe A,35,33368,III.b,1.02E+11,32,KEPALA UPT PENGUJIAN SERTIFIKASI MUTU BARANG,UPTD PENGUJIAN SERTIFIKASI MUTU BARANG,134,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
225,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,89,SEKRETARIAT,33360,SEKRETARIS,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,33360,III.a,1.02E+11,31,SEKRETARIS,SEKRETARIAT,141,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
226,19,DINAS PANGAN,33900,KEPALA DINAS PANGAN,II.a,284,"UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN",33954,"KEPALA UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN",III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UPTD Tipe A,19,33954,III.b,1.01E+11,32,"KEPALA UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN","UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN",134,JL. PROF. MOH. YAMIN NO. 17 PALU,,,,,,1,,,,,
227,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,89,SEKRETARIAT,33360,SEKRETARIS,III.a,90,SUB BAGIAN PERENCANAAN PROGRAM,33361,KEPALA SUB BAGIAN PROGRAM,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,89,33361,IV.a,1.02E+11,41,KEPALA SUB BAGIAN PROGRAM,SUB BAGIAN PERENCANAAN PROGRAM,133,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
228,19,DINAS PANGAN,33900,KEPALA DINAS PANGAN,II.a,284,"UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN",33954,"KEPALA UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN",III.b,287,SEKSI PENGAWASAN KEAMANAN PANGAN,33957,KEPALA SEKSI PENGAWASAN KEAMANAN PANGAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,284,33957,IV.a,1.01E+11,41,KEPALA SEKSI PENGAWASAN KEAMANAN PANGAN,SEKSI PENGAWASAN KEAMANAN PANGAN,133,JL. PROF. MOH. YAMIN NO. 17 PALU,,,,,,1,,,,,
