id,satuan_kerja_id,satuan_kerja_nama,lv0_jabatan_id,lv0_jabatan_nama,lv0_eselon_nm,lv1_unit_kerja_id,lv1_unit_kerja_nama,lv1_jabatan_id,lv1_jabatan_nama,lv1_eselon_nm,lv2_unit_kerja_id,lv2_unit_kerja_nama,lv2_jabatan_id,lv2_jabatan_nama,lv2_eselon_nm,lv3_unit_kerja_id,lv3_unit_kerja_nama,lv3_jabatan_id,lv3_jabatan_nama,lv3_eselon_nm,lv4_unit_kerja_id,lv4_unit_kerja_nama,lv4_jabatan_id,lv4_jabatan_nama,lv4_eselon_nm,lv5_unit_kerja_id,lv5_unit_kerja_nama,lv5_jabatan_id,lv5_jabatan_nama,lv5_eselon_nm,lv6_unit_kerja_id,lv6_unit_kerja_nama,lv6_jabatan_id,lv6_jabatan_nama,lv6_eselon_nm,lv7_unit_kerja_id,lv7_unit_kerja_nama,lv7_jabatan_id,lv7_jabatan_nama,lv7_eselon_nm,level,unit_kerja_kode,parent_id,jabatan_id,eselon_nm,kode_unit_kerja,eselon_id,jabatan_nama,unit_kerja_nama,gol_id_minimum,alamat,latitude,longitude,m_kabkot_id,nama_kota,unit_kerja_id_baru,status,unit_kerja_aktif_mulai,unit_kerja_aktif_selesai,kode_jabatan,created_at,updated_at
229,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,365,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI,33513,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI,III.b,371,SMA NEGERI 2 PALU KOTA PALU,33519,KEPALA SMA NEGERI 2 PALU KOTA PALU,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,365,33519,,1.03E+11,,KEPALA SMA NEGERI 2 PALU KOTA PALU,SMA NEGERI 2 PALU KOTA PALU,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
230,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,965,SEKSI PEMBINAAN SMA,34171,KEPALA SEKSI PEMBINAAN SMA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,489,34171,IV.a,1.03E+11,41,KEPALA SEKSI PEMBINAAN SMA,SEKSI PEMBINAAN SMA,133,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
231,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,1052,SLB NEGERI TOILI KAB. BANGGAI,34213,KEPALA SLB NEGERI TOILI KAB. BANGGAI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SLB,489,34213,,1.03E+11,,KEPALA SLB NEGERI TOILI KAB. BANGGAI,SLB NEGERI TOILI KAB. BANGGAI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
232,23,DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,33330,KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,II.a,42,BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN,33336,KEPALA BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,33336,III.a,1.01E+11,31,KEPALA BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN,BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN,141,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,1,,,,,
233,31,DINAS KELAUTAN DAN PERIKANAN,34250,KEPALA DINAS KELAUTAN DAN PERIKANAN,II.a,823,UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH VII,34326,KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH VII,III.b,826,SEKSI KEPELABUHAN,34332,KEPALA SEKSI KEPELABUHAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,823,34332,IV.a,1.02E+11,41,KEPALA SEKSI KEPELABUHAN,SEKSI KEPELABUHAN,133,JL. UNDATA NO.7 PALU,,,,,,1,,,,,
234,23,DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,33330,KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,II.a,38,BIDANG PENATAAN DAN PERKEMBANGAN DESA,33334,KEPALA BIDANG PENATAAN DAN PERKEMBANGAN DESA,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,33334,III.a,1.01E+11,31,KEPALA BIDANG PENATAAN DAN PERKEMBANGAN DESA,BIDANG PENATAAN DAN PERKEMBANGAN DESA,141,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,1,,,,,
235,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,112,UPTD PENGAWASAN DAN PERLINDUNGAN KONSUMEN,33376,KEPALA UPT PENGAWASAN DAN PERLINDUNGAN KONSUMEN,III.b,298,SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN,33379,KEPALA SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,UPTD Tipe A,112,33379,IV.a,1.02E+11,41,KEPALA SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN,SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN,133,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
236,49,SEKRETARIAT DAERAH,34461,SEKRETARIS DAERAH,I.b,1,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,34132,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,II.a,2,BIRO PEMERINTAHAN DAN OTONOMI DAERAH,34131,KEPALA BIRO PEMERINTAHAN DAN OTONOMI DAERAH,II.b,6,BAGIAN OTONOMI DAERAH,34126,KEPALA BAGIAN OTONOMI DAERAH,III.a,7,SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD,34125,KEPALA SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD,IV.a,,,,,,,,,,,,,,,,4,,6,34125,IV.a,1.00E+11,41,KEPALA SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD,SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
237,12,DINAS KESEHATAN,34343,KEPALA DINAS KESEHATAN,II.a,967,UPT RUMAH SAKIT UMUM DAERAH UNDATA,34390,KEPALA UPT RUMAH SAKIT UMUM DAERAH UNDATA,II.b,975,BIDANG PENUNJANG MEDIK,34398,KEPALA BIDANG PENUNJANG MEDIK,III.a,977,SEKSI PENGENDALIAN MUTU PENUNJANG MEDIK,,,,,,,,,,,,,,,,,,,,,,,,3,,975,,,1.00E+11,,,SEKSI PENGENDALIAN MUTU PENUNJANG MEDIK,,"JL. R.A. KARTINI, NO.11 PALU",,,,,,0,,,,,
238,23,DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,33330,KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,II.a,40,BIDANG PEMERINTAHAN DESA,33335,KEPALA BIDANG PEMERINTAHAN DESA,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,33335,III.a,1.01E+11,31,KEPALA BIDANG PEMERINTAHAN DESA,BIDANG PEMERINTAHAN DESA,141,JL. PROF. MOH. YAMIN NO.33 PALU,,,,,,1,,,,,
240,5,BADAN KEPEGAWAIAN DAERAH,24454,KEPALA BADAN KEPEGAWAIAN DAERAH,II.a,11,SEKRETARIAT,33300,SEKRETARIS,III.a,17,"SUB BAGIAN PROGRAM, KEUANGAN DAN ASET",33301,"KEPALA SUB BAGIAN PROGRAM, KEUANGAN DAN ASET",IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,11,33301,IV.a,1.04E+11,41,"KEPALA SUB BAGIAN PROGRAM, KEUANGAN DAN ASET","SUB BAGIAN PROGRAM, KEUANGAN DAN ASET",133,"JL. DR. SAM RATULANGI, NO. 63, PALU",,,,,,1,,,,,
241,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,36,SMA NEGERI 1 TOILI BARAT KAB. BANGGAI,34178,KEPALA SMA NEGERI 1 TOILI BARAT KAB. BANGGAI,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,489,34178,,1.03E+11,,KEPALA SMA NEGERI 1 TOILI BARAT KAB. BANGGAI,SMA NEGERI 1 TOILI BARAT KAB. BANGGAI,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
242,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,1056,SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT,34217,KEPALA SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMK,489,34217,,1.03E+11,,KEPALA SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT,SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
243,31,DINAS KELAUTAN DAN PERIKANAN,34250,KEPALA DINAS KELAUTAN DAN PERIKANAN,II.a,803,UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH III,34298,KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH III,III.b,805,SEKSI KEPELABUHAN,34300,KEPALA SEKSI KEPELABUHAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,803,34300,IV.a,1.02E+11,41,KEPALA SEKSI KEPELABUHAN,SEKSI KEPELABUHAN,133,JL. UNDATA NO.7 PALU,,,,,,1,,,,,
244,36,DINAS ENERGI DAN SUMBER DAYA MINERAL,33744,KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL,II.a,641,BIDANG KETENAGALISTRIKAN,33925,KEPALA BIDANG KETENAGALISTRIKAN,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,36,33925,III.a,1.02E+11,31,KEPALA BIDANG KETENAGALISTRIKAN,BIDANG KETENAGALISTRIKAN,141,JL. SAM RATULANGI NO.25 PALU,,,,,,1,,,,,
245,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,365,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI,33513,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI,III.b,367,SEKSI PEMBINAAN SMA,33515,KEPALA SEKSI PEMBINAAN SMA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,365,33515,IV.a,1.03E+11,41,KEPALA SEKSI PEMBINAAN SMA,SEKSI PEMBINAAN SMA,133,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
247,18,DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,33338,KEPALA DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,II.a,82,BIDANG DATA DAN INFORMASI GENDER DAN ANAK,33343,KEPALA BIDANG DATA DAN INFORMASI GENDER DAN ANAK,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18,33343,III.a,1.01E+11,31,KEPALA BIDANG DATA DAN INFORMASI GENDER DAN ANAK,BIDANG DATA DAN INFORMASI GENDER DAN ANAK,141,JL. MANGUNSARKORO NO. 31. PALU,,,,,,1,,,,,
248,13,DINAS BINA MARGA DAN TATA RUANG,33455,KEPALA DINAS BINA MARGA DAN PENATAAN RUANG,II.a,390,BIDANG PENATAAN RUANG,33460,KEPALA BIDANG PENATAAN RUANG,III.a,392,SEKSI PENGENDALIAN PEMANFAATAN RUANG,33462,KEPALA SEKSI PENGENDALIAN PEMANFAATAN RUANG,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,390,33462,IV.a,1.00E+11,41,KEPALA SEKSI PENGENDALIAN PEMANFAATAN RUANG,SEKSI PENGENDALIAN PEMANFAATAN RUANG,133,"JL. TOWUA, NO. 85 PALU",,,,,,1,,,,,
251,18,DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,33338,KEPALA DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ,II.a,85,UPT PERLINDUNGAN PEREMPUAN DAN ANAK,33346,KEPALA UPT PERLINDUNGAN PEREMPUAN DAN ANAK,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UPTD Tipe A,18,33346,III.a,1.01E+11,31,KEPALA UPT PERLINDUNGAN PEREMPUAN DAN ANAK,UPT PERLINDUNGAN PEREMPUAN DAN ANAK,141,JL. MANGUNSARKORO NO. 31. PALU,,,,,,1,,,,,
246,34,DINAS KEHUTANAN,33380,KEPALA DINAS KEHUTANAN,II.a,467,UPTD KESATUAN PENGELOLAAN HUTAN TEPO ASA AROA,33427,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN TEPO ASA AROA,III.b,472,SUB BAGIAN TATA USAHA,33430,KEPALA SUB BAGIAN TATA USAHA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,467,33430,IV.a,1.02E+11,41,KEPALA SUB BAGIAN TATA USAHA,SUB BAGIAN TATA USAHA,133,JL. S. PARMAN NO. 9 PALU,,,,,,1,,,,,
249,34,DINAS KEHUTANAN,33380,KEPALA DINAS KEHUTANAN,II.a,456,UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU,33431,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,33431,III.a,1.02E+11,31,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU,UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU,141,JL. S. PARMAN NO. 9 PALU,,,,,,1,,,,,
250,34,DINAS KEHUTANAN,33380,KEPALA DINAS KEHUTANAN,II.a,456,UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU,33431,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU,III.a,459,SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,33433,KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,456,33433,IV.a,1.02E+11,41,KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,133,JL. S. PARMAN NO. 9 PALU,,,,,,1,,,,,
252,36,DINAS ENERGI DAN SUMBER DAYA MINERAL,33744,KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL,II.a,642,UPT PELAYANAN TEKNIS LABORATORIUM,33926,KEPALA UPT PELAYANAN TEKNIS LABORATORIUM,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UPTD Tipe A,36,33926,III.b,1.02E+11,32,KEPALA UPT PELAYANAN TEKNIS LABORATORIUM,UPT PELAYANAN TEKNIS LABORATORIUM,134,JL. SAM RATULANGI NO.25 PALU,,,,,,1,,,,,
253,31,DINAS KELAUTAN DAN PERIKANAN,34250,KEPALA DINAS KELAUTAN DAN PERIKANAN,II.a,811,UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V,34306,KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,31,34306,III.b,1.02E+11,32,KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V,UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V,134,JL. UNDATA NO.7 PALU,,,,,,1,,,,,
254,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,89,SEKRETARIAT,33360,SEKRETARIS,III.a,92,SUB BAGIAN KEPEGAWAIAN DAN UMUM,33363,KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,89,33363,IV.a,1.02E+11,41,KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM,SUB BAGIAN KEPEGAWAIAN DAN UMUM,133,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
255,36,DINAS ENERGI DAN SUMBER DAYA MINERAL,33744,KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL,II.a,642,UPT PELAYANAN TEKNIS LABORATORIUM,33926,KEPALA UPT PELAYANAN TEKNIS LABORATORIUM,III.b,643,SUB BAGIAN TATA USAHA,33927,KEPALA SUB BAGIAN TATA USAHA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,642,33927,IV.a,1.02E+11,41,KEPALA SUB BAGIAN TATA USAHA,SUB BAGIAN TATA USAHA,133,JL. SAM RATULANGI NO.25 PALU,,,,,,1,,,,,
256,49,SEKRETARIAT DAERAH,34461,SEKRETARIS DAERAH,I.b,1,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,34132,ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT,II.a,2,BIRO PEMERINTAHAN DAN OTONOMI DAERAH,34131,KEPALA BIRO PEMERINTAHAN DAN OTONOMI DAERAH,II.b,6,BAGIAN OTONOMI DAERAH,34126,KEPALA BAGIAN OTONOMI DAERAH,III.a,44,SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN,34123,KEPALA SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN,IV.a,,,,,,,,,,,,,,,,4,,6,34123,IV.a,1.00E+11,41,KEPALA SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN,SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN,133,JL. SAM RATULANGI NO.101 PALU,,,,,,1,,,,,
257,26,"DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK",33973,"KEPALA DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK",II.a,277,BIDANG STATISTIK,33980,KEPALA BIDANG STATISTIK,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,26,33980,III.a,1.03E+11,31,KEPALA BIDANG STATISTIK,BIDANG STATISTIK,141,JL. KARTINI NO. 106 PALU,,,,,,1,,,,,
258,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,484,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA,33704,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Cabang,10,33704,III.b,1.03E+11,32,KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA,CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA,134,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
261,10,DINAS PENDIDIKAN,33499,KEPALA DINAS PENDIDIKAN,II.a,489,"CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",33502,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",III.b,1079,SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN,34258,KEPALA SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN,,,,,,,,,,,,,,,,,,,,,,,,,,,2,SMA,489,34258,,1.03E+11,,KEPALA SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN,SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN,,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,,,
262,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,112,UPTD PENGAWASAN DAN PERLINDUNGAN KONSUMEN,33376,KEPALA UPT PENGAWASAN DAN PERLINDUNGAN KONSUMEN,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UPTD Tipe A,35,33376,III.b,1.02E+11,32,KEPALA UPT PENGAWASAN DAN PERLINDUNGAN KONSUMEN,UPTD PENGAWASAN DAN PERLINDUNGAN KONSUMEN,134,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
264,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,97,UPTD PENGUJIAN SERTIFIKASI MUTU BARANG,33368,KEPALA UPT PENGUJIAN SERTIFIKASI MUTU BARANG,III.b,102,SEKSI KALIBRASI,33370,KEPALA SEKSI KALIBRASI,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,UPTD Tipe A,97,33370,IV.a,1.02E+11,41,KEPALA SEKSI KALIBRASI,SEKSI KALIBRASI,133,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
265,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,106,UPTD PENGEMBANGAN PRODUK INDUSTRI PANGAN DAN KERAJINAN DAERAH,33372,KEPALA UPT PENGEMBANGAN PRODUK INDUSTRI PANGAN DAN KERAJINAN DAERAH,III.b,107,SUB BAGIAN TATA USAHA,33373,KEPALA SUB BAGIAN TATA USAHA,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,UPTD Tipe A,106,33373,IV.a,1.02E+11,41,KEPALA SUB BAGIAN TATA USAHA,SUB BAGIAN TATA USAHA,133,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
267,12,DINAS KESEHATAN,34343,KEPALA DINAS KESEHATAN,II.a,998,UPT RUMAH SAKIT MADANI PALU,34406,KEPALA UPT RUMAH SAKIT MADANI PALU,III.a,999,BAGIAN TATA USAHA,34407,KEPALA BAGIAN TATA USAHA,III.a,46,SUB BAGIAN PERENCANAAN PROGRAM DAN EVALUASI,34410,KEPALA SUB BAGIAN PERENCANAAN PROGRAM DAN EVALUASI,IV.a,,,,,,,,,,,,,,,,,,,,,3,,999,34410,IV.a,1.00E+11,41,KEPALA SUB BAGIAN PERENCANAAN PROGRAM DAN EVALUASI,SUB BAGIAN PERENCANAAN PROGRAM DAN EVALUASI,133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,,,
260,34,DINAS KEHUTANAN,33380,KEPALA DINAS KEHUTANAN,II.a,451,UPTD KESATUAN PENGELOLAAN HUTAN KULAWI,33435,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN KULAWI,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,33435,III.b,1.02E+11,32,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN KULAWI,UPTD KESATUAN PENGELOLAAN HUTAN KULAWI,134,JL. S. PARMAN NO. 9 PALU,,,,,,1,,,,,
263,34,DINAS KEHUTANAN,33380,KEPALA DINAS KEHUTANAN,II.a,479,UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO,33419,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO,III.b,482,SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,33421,KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,IV.a,,,,,,,,,,,,,,,,,,,,,,,,,,2,,479,33421,IV.a,1.02E+11,41,KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN,133,JL. S. PARMAN NO. 9 PALU,,,,,,1,,,,,
266,34,DINAS KEHUTANAN,33380,KEPALA DINAS KEHUTANAN,II.a,500,UPTD KESATUAN PENGELOLAAN HUTAN POGOGUL,33400,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN POGOGUL,III.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,33400,III.b,1.02E+11,32,KEPALA UPTD KESATUAN PENGELOLAAN HUTAN POGOGUL,UPTD KESATUAN PENGELOLAAN HUTAN POGOGUL,134,JL. S. PARMAN NO. 9 PALU,,,,,,1,,,,,
269,35,DINAS PERINDUSTRIAN DAN PERDAGANGAN,33359,KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN,II.a,95,BIDANG SARANA DAN PRASARANA DAN PEMBERDAYAAN INDUSTRI,33366,KEPALA BIDANG SARANA DAN PRASARANA DAN PEMBERDAYAAN INDUSTRI,III.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,33366,III.a,1.02E+11,31,KEPALA BIDANG SARANA DAN PRASARANA DAN PEMBERDAYAAN INDUSTRI,BIDANG SARANA DAN PRASARANA DAN PEMBERDAYAAN INDUSTRI,141,JL. R.A. KARTINI NO.18 PALU,,,,,,1,,,,,
