kode,nama,anggaran,satuan_kerja_id,tahun_kinerja
2.11.04,PROGRAM PENGELOLAAN KEANEKARAGAMAN HAYATI (KEHATI),100045000,21,2025
2.11.05,PROGRAM PENGENDALIAN BAHAN BERBAHAYA DAN BERACUN (B3) DAN LIMBAH BAHAN BERBAHAYA DAN BERACUN (LIMBAH B3),149999900,21,2025
2.11.06,PROGRAM PEMBINAAN DAN PENGAWASAN TERHADAP IZIN LINGKUNGAN DAN IZIN PERLINDUNGAN DAN PENGELOLAAN LINGKUNGAN HIDUP (PPLH),599025750,21,2025
2.11.07,PROGRAM PENGAKUAN KEBERADAAN Masyarakat HUKUM ADAT (MHA) KEARIFAN LOKAL DAN HAK MHA YANG TERKAIT DENGAN PPLH,99999850,21,2025
2.11.08,PROGRAM PENINGKATAN PENDIDIKAN PELATIHAN DAN PENYULUHAN LINGKUNGAN HIDUP UNTUK MASYARAKAT,200000300,21,2025
2.11.09,PROGRAM PENGHARGAAN LINGKUNGAN HIDUP UNTUK MASYARAKAT,35000500,21,2025
2.11.10,PROGRAM PENANGANAN PENGADUAN LINGKUNGAN HIDUP,49818300,21,2025
2.11.11,PROGRAM PENGELOLAAN PERSAMPAHAN,506999900,21,2025
2.09.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,13476249705,19,2025
2.09.02,PROGRAM PENGELOLAAN SUMBER DAYA EKONOMI UNTUK KEDAULATAN DAN KEMANDIRIAN PANGAN,399999733,19,2025
2.09.03,PROGRAM PENINGKATAN DIVERSIFIKASI DAN KETAHANAN PANGAN MASYARAKAT,1978423238,19,2025
2.09.04,PROGRAM PENANGANAN KERAWANAN PANGAN,391495960,19,2025
2.09.05,PROGRAM PENGAWASAN KEAMANAN PANGAN,599989351,19,2025
3.26.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,11472344307,20,2025
3.26.02,PROGRAM PENINGKATAN DAYA TARIK DESTINASI PARIWISATA,1566944997,20,2025
3.26.03,PROGRAM PEMASARAN PARIWISATA,1076000000,20,2025
3.26.04,PROGRAM PENGEMBANGAN EKONOMI KREATIF MELALUI PEMANFAATAN DAN PERLINDUNGAN HAK KEKAYAAN INTELEKTUAL,575000000,20,2025
3.26.05,PROGRAM PENGEMBANGAN SUMBER DAYA PARIWISATA DAN EKONOMI KREATIF,775000000,20,2025
2.13.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,23920364349,23,2025
2.13.02,PROGRAM PENATAAN DESA,102000200,23,2025
2.13.03,PROGRAM PENINGKATAN KERJA SAMA DESA,290000300,23,2025
2.13.04,PROGRAM ADMINISTRASI PEMERINTAHAN DESA,1285401000,23,2025
2.13.05,PROGRAM PEMBERDAYAAN LEMBAGA KEMASYARAKATAN LEMBAGA ADAT DAN MASYARAKAT HUKUM ADAT,1637592868,23,2025
2.08.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,16628268629,18,2025
2.08.02,PROGRAM PENGARUSUTAMAAN GENDER DAN PEMBERDAYAAN PEREMPUAN,737784100,18,2025
2.08.03,PROGRAM PERLINDUNGAN PEREMPUAN,500076500,18,2025
2.08.04,PROGRAM PENINGKATAN KUALITAS KELUARGA,372215850,18,2025
2.08.05,PROGRAM PENGELOLAAN SISTEM DATA GENDER DAN ANAK,43350000,18,2025
2.08.06,PROGRAM PEMENUHAN HAK ANAK (PHA),470000000,18,2025
2.08.07,PROGRAM PERLINDUNGAN KHUSUS ANAK,294765550,18,2025
2.19.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,13455681868,29,2025
2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,592119187,29,2025
2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,12732726217,29,2025
2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,1569999750,29,2025
2.18.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,14654376950,28,2025
2.18.02,PROGRAM PENGEMBANGAN IKLIM PENANAMAN MODAL,665100200,28,2025
2.18.03,PROGRAM PROMOSI PENANAMAN MODAL,441522252,28,2025
2.18.04,PROGRAM PELAYANAN PENANAMAN MODAL,850123540,28,2025
2.18.05,PROGRAM PENGENDALIAN PELAKSANAAN PENANAMAN MODAL,411234300,28,2025
2.18.06,PROGRAM PENGELOLAAN DATA DAN SISTEM INFORMASI PENANAMAN MODAL,337972700,28,2025
1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,658012437019,10,2025
1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,48609465435,10,2025
1.01.03,PROGRAM PENGEMBANGAN KURIKULUM,2365416800,10,2025
1.01.04,PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN,634583200,10,2025
2.14.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,10743952743,24,2025
2.14.02,PROGRAM PENGENDALIAN PENDUDUK,478455100,24,2025
2.14.03,PROGRAM PEMBINAAN KELUARGA BERENCANA (KB),340340000,24,2025
2.14.04,PROGRAM PEMBERDAYAAN DAN PENINGKATAN KELUARGA SEJAHTERA (KS),740339800,24,2025
2.15.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,20293954020,25,2025
2.15.02,PROGRAM PENYELENGGARAAN LALU LINTAS DAN ANGKUTAN JALAN (LLAJ),6154262352,25,2025
2.15.03,PROGRAM PENGELOLAAN PELAYARAN,9139380934,25,2025
2.15.05,PROGRAM PENGELOLAAN PERKERETAAPIAN,14694000,25,2025
3.30.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,19973255452,35,2025
3.30.02,PROGRAM PERIZINAN DAN PENDAFTARAN PERUSAHAAN,369309350,35,2025
3.30.03,PROGRAM PENINGKATAN SARANA DISTRIBUSI PERDAGANGAN,227461700,35,2025
3.30.04,PROGRAM STABILISASI HARGA BARANG Kebutuhan POKOK DAN BARANG PENTING,1708538750,35,2025
3.30.05,PROGRAM PENGEMBANGAN EKSPOR,737239900,35,2025
3.30.06,PROGRAM STANDARDISASI DAN PERLINDUNGAN KONSUMEN,1945645539,35,2025
3.30.07,PROGRAM PENGGUNAAN DAN PEMASARAN PRODUK DALAM NEGERI,301513550,35,2025
3.31.02,PROGRAM Perencanaan DAN PEMBANGUNAN INDUSTRI,2638579698,35,2025
3.31.03,PROGRAM PENGENDALIAN IZIN USAHA INDUSTRI,355999800,35,2025
3.31.04,PROGRAM PENGELOLAAN SISTEM INFORMASI INDUSTRI NASIONAL,187048500,35,2025
3.27.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,43554623662,33,2025
3.27.02,PROGRAM PENYEDIAAN DAN PENGEMBANGAN SARANA PERTANIAN,33099055380,33,2025
3.27.03,PROGRAM PENYEDIAAN DAN PENGEMBANGAN PRASARANA PERTANIAN,1568192300,33,2025
3.27.04,PROGRAM PENGENDALIAN KESEHATAN HEWAN DAN KESEHATAN MASYARAKAT VETERINER,3515838130,33,2025
3.27.05,PROGRAM PENGENDALIAN DAN PENANGGULANGAN BENCANA PERTANIAN,1564415900,33,2025
3.27.06,PROGRAM PERIZINAN USAHA PERTANIAN,0,33,2025
3.27.07,PROGRAM PENYULUHAN PERTANIAN,399968250,33,2025
2.23.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,19037665498,30,2025
2.23.02,PROGRAM PEMBINAAN PERPUSTAKAAN,1405849010,30,2025
2.23.03,PROGRAM PELESTARIAN KOLEKSI NASIONAL DAN NASKAH KUNO,454249250,30,2025
2.24.02,PROGRAM PENGELOLAAN ARSIP,574636350,30,2025
2.24.03,PROGRAM PERLINDUNGAN DAN PENYELAMATAN ARSIP,130391900,30,2025
1.04.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,17869406803,15,2025
1.04.02,PROGRAM PENGEMBANGAN PERUMAHAN,21043659514,15,2025
1.04.03,PROGRAM KAWASAN PERMUKIMAN,66486085139,15,2025
1.04.05,PROGRAM PENINGKATAN PRASARANA SARANA DAN UTILITAS UMUM (PSU),56556764430,15,2025
2.10.04,PROGRAM PENYELESAIAN SENGKETA TANAH GARAPAN,136997000,15,2025
2.10.06,PROGRAM REDISTRIBUSI TANAH DAN GANTI KERUGIAN TANAH KELEBIHAN MAKSIMUM DAN TANAH ABSENTEE,729152350,15,2025
2.10.10,PROGRAM PENATAGUNAAN TANAH ,131965000,15,2025
1.06.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,24049852965,16,2025
1.06.02,PROGRAM PEMBERDAYAAN SOSIAL,465000000,16,2025
1.06.03,PROGRAM PENANGANAN WARGA NEGARA MIGRAN KORBAN TINDAK KEKERASAN,10000000,16,2025
1.06.04,PROGRAM REHABILITASI SOSIAL,2346311295,16,2025
1.06.05,PROGRAM PERLINDUNGAN DAN JAMINAN SOSIAL,45658240775,16,2025
1.06.06,PROGRAM PENANGANAN BENCANA,500164200,16,2025
1.06.07,PROGRAM PENGELOLAAN TAMAN MAKAM PAHLAWAN,135000000,16,2025
3.27.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,55085654035,32,2025
3.27.02,PROGRAM PENYEDIAAN DAN PENGEMBANGAN SARANA PERTANIAN,4138123863,32,2025
3.27.03,PROGRAM PENYEDIAAN DAN PENGEMBANGAN PRASARANA PERTANIAN,3371987250,32,2025
3.27.05,PROGRAM PENGENDALIAN DAN PENANGGULANGAN BENCANA PERTANIAN,925000000,32,2025
3.27.07,PROGRAM PENYULUHAN PERTANIAN,10764998498,32,2025
2.07.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,35010551771,17,2025
2.07.02,PROGRAM PERENCANAAN TENAGA KERJA,129999900,17,2025
2.07.03,PROGRAM PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA,700000000,17,2025
2.07.04,PROGRAM PENEMPATAN TENAGA KERJA,720000100,17,2025
2.07.05,PROGRAM HUBUNGAN INDUSTRIAL,524999800,17,2025
2.07.06,PROGRAM PENGAWASAN KETENAGAKERJAAN,1093763080,17,2025
3.32.02,PROGRAM Perencanaan KAWASAN TRANSMIGRASI,499999575,17,2025
3.32.03,PROGRAM PEMBANGUNAN KAWASAN TRANSMIGRASI,600000000,17,2025
3.32.04,PROGRAM PENGEMBANGAN KAWASAN TRANSMIGRASI,700000000,17,2025
6.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,37756751974,48,2025
6.01.02,PROGRAM PENYELENGGARAAN PENGAWASAN,10350000000,48,2025
6.01.03,PROGRAM PERUMUSAN KEBIJAKAN PENDAMPINGAN DAN ASISTENSI,1350000000,48,2025
1.05.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,15549021115,47,2025
1.05.02,PROGRAM PENINGKATAN KETENTERAMAN DAN KETERTIBAN UMUM,1309043450,47,2025
1.05.04,PROGRAM PENCEGAHAN PENANGGULANGAN PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ,240580700,47,2025
4.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,128258120647,46,2025
4.02.02,PROGRAM DUKUNGAN PELAKSANAAN TUGAS DAN FUNGSI DPRD,41206823180,46,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1951819638,44,2025
4.01.08,PROGRAM KEBIJAKAN ADMINISTRASI PEMBANGUNAN,1427720205,44,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,4940336900,41,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1715217300,42,2025
4.01.05,PROGRAM FASILITASI DAN KOORDINASI HUKUM,1784782700,42,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1822000000,37,2025
4.01.04,PROGRAM KESEJAHTERAAN RAKYAT,34442143100,37,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1250000780,40,2025
4.01.02,PROGRAM PENATAAN ORGANISASI,1749999250,40,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1960000000,38,2025
4.01.03,PROGRAM PEMERINTAHAN DAN OTONOMI DAERAH,1840000000,38,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1504758650,45,2025
4.01.07,PROGRAM KEBIJAKAN DAN PELAYANAN PENGADAAN BARANG DAN JASA,1495241350,45,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1350001050,39,2025
4.01.06,PROGRAM PEREKONOMIAN DAN PEMBANGUNAN,1759998900,39,2025
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,70356481510,43,2025
