kegiatan_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
644;5.03.01.1.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;5;549182300;2025
644;5.03.01.1.01.0007;Evaluasi Kinerja Perangkat Daerah;5;33879050;2025
645;5.03.01.1.02.0001;Penyediaan Gaji dan Tunjangan ASN;5;11489896913;2025
645;5.03.01.1.02.0003;Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD;5;252780000;2025
645;5.03.01.1.02.0005;Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD;5;31668450;2025
645;5.03.01.1.02.0008;Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran;5;0;2025
646;5.03.01.1.03.0006;Penatausahaan Barang Milik Daerah pada SKPD;5;49469800;2025
647;5.03.01.1.05.0011;Bimbingan Teknis Implementasi Peraturan Perundang-Undangan;5;56440000;2025
648;5.03.01.1.06.0001;Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor;5;16472775;2025
648;5.03.01.1.06.0005;Penyediaan Barang Cetakan dan Penggandaan;5;64163000;2025
648;5.03.01.1.06.0009;Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD;5;388223000;2025
649;5.03.01.1.07.0001;Pengadaan Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan;5;24960000;2025
649;5.03.01.1.07.0005;Pengadaan Mebel;5;0;2025
649;5.03.01.1.07.0006;Pengadaan Peralatan dan Mesin Lainnya;5;77640000;2025
650;5.03.01.1.08.0002;Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik;5;641166600;2025
650;5.03.01.1.08.0003;Penyediaan Jasa Peralatan dan Perlengkapan Kantor;5;50857650;2025
650;5.03.01.1.08.0004;Penyediaan Jasa Pelayanan Umum Kantor;5;910389900;2025
651;5.03.01.1.09.0001;Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan;5;449336000;2025
651;5.03.01.1.09.0002;Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan;5;132004500;2025
651;5.03.01.1.09.0006;Pemeliharaan Peralatan dan Mesin Lainnya;5;140270900;2025
651;5.03.01.1.09.0009;Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya;5;0;2025
652;5.03.02.1.01.0003;Koordinasi dan Fasilitasi Pengadaan PNS dan PPPK;5;445279600;2025
652;5.03.02.1.01.0006;Koordinasi Pelaksanaan Administrasi Pemberhentian;5;116504100;2025
652;5.03.02.1.01.0008;Fasilitasi Lembaga Profesi ASN;5;414883050;2025
652;5.03.02.1.01.0011;Pengelolaan Data Kepegawaian;5;255000250;2025
653;5.03.02.1.02.0001;Pengelolaan Mutasi ASN;5;124635000;2025
653;5.03.02.1.02.0002;Pengelolaan Kenaikan Pangkat ASN;5;342499050;2025
653;5.03.02.1.02.0003;Pengelolaan Promosi ASN;5;394195000;2025
654;5.03.02.1.03.0001;Peningkatan Kapasitas Kinerja ASN;5;293491650;2025
654;5.03.02.1.03.0002;Pengelolaan Assessment Center;5;215079000;2025
654;5.03.02.1.03.0004;Pengelolaan Pendidikan Lanjutan ASN;5;316161000;2025
654;5.03.02.1.03.0014;Fasilitasi Pengembangan Karir dalam Jabatan Fungsional;5;176618100;2025
655;5.03.02.1.04.0002;Pelaksanaan Penilaian dan Evaluasi Kinerja Aparatur;5;186748150;2025
655;5.03.02.1.04.0005;Pengelolaan Tanda Jasa bagi Pegawai;5;53237150;2025
655;5.03.02.1.04.0007;Pembinaan Disiplin ASN;5;296764800;2025
656;8.01.01.1.01.0001;Penyusunan Dokumen Perencanaan Perangkat Daerah;2;160367150;2025
656;8.01.01.1.01.0006;Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD;2;71165800;2025
656;8.01.01.1.01.0007;Evaluasi Kinerja Perangkat Daerah;2;495184400;2025
657;8.01.01.1.02.0001;Penyediaan Gaji dan Tunjangan ASN;2;7073432334;2025
657;8.01.01.1.02.0002;Penyediaan Administrasi Pelaksanaan Tugas ASN;2;1609410000;2025
657;8.01.01.1.02.0005;Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD;2;88876650;2025
658;8.01.01.1.03.0003;Koordinasi dan Penilaian Barang Milik Daerah SKPD;2;89999400;2025
658;8.01.01.1.03.0005;Rekonsiliasi dan Penyusunan Laporan Barang Milik Daerah pada SKPD;2;93693500;2025
658;8.01.01.1.03.0006;Penatausahaan Barang Milik Daerah pada SKPD;2;11620500;2025
659;8.01.01.1.05.0002;Pengadaan Pakaian Dinas Beserta Atribut Kelengkapannya;2;178422515;2025
659;8.01.01.1.05.0009;Pendidikan dan Pelatihan Pegawai Berdasarkan Tugas dan Fungsi;2;78625426;2025
660;8.01.01.1.06.0002;Penyediaan Peralatan dan Perlengkapan Kantor;2;50733520;2025
660;8.01.01.1.06.0005;Penyediaan Barang Cetakan dan Penggandaan;2;70008200;2025
660;8.01.01.1.06.0006;Penyediaan Bahan Bacaan dan Peraturan Perundang-Undangan;2;45400000;2025
660;8.01.01.1.06.0008;Fasilitasi Kunjungan Tamu;2;59000000;2025
660;8.01.01.1.06.0009;Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD;2;229188000;2025
661;8.01.01.1.07.0002;Pengadaan Kendaraan Dinas Operasional atau Lapangan;2;49920000;2025
