"satuan_kerja_id","satuan_kerja_nama","lv0_jabatan_id","lv0_jabatan_nama","lv0_eselon_nm","lv1_unit_kerja_id","lv1_unit_kerja_nama","lv1_jabatan_id","lv1_jabatan_nama","lv1_eselon_nm","lv2_unit_kerja_id","lv2_unit_kerja_nama","lv2_jabatan_id","lv2_jabatan_nama","lv2_eselon_nm","lv3_unit_kerja_id","lv3_unit_kerja_nama","lv3_jabatan_id","lv3_jabatan_nama","lv3_eselon_nm","lv4_unit_kerja_id","lv4_unit_kerja_nama","lv4_jabatan_id","lv4_jabatan_nama","lv4_eselon_nm","lv5_unit_kerja_id","lv5_unit_kerja_nama","lv5_jabatan_id","lv5_jabatan_nama","lv5_eselon_nm","lv6_unit_kerja_id","lv6_unit_kerja_nama","lv6_jabatan_id","lv6_jabatan_nama","lv6_eselon_nm","lv7_unit_kerja_id","lv7_unit_kerja_nama","lv7_jabatan_id","lv7_jabatan_nama","lv7_eselon_nm","level","unit_kerja_kode","id","parent_id","jabatan_id","eselon_nm","kode_unit_kerja","eselon_id","jabatan_nama","unit_kerja_nama","gol_id_minimum","alamat","latitude","longitude","m_kabkot_id","nama_kota","unit_kerja_id_baru","status","unit_kerja_aktif_mulai","unit_kerja_aktif_selesai","kode_jabatan"
"35","DINAS PERINDUSTRIAN DAN PERDAGANGAN","33359","KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN","II.a","94","BIDANG PEMBANGUNAN SUMBER DAYA INDUSTRI","33365","KEPALA BIDANG PEMBANGUNAN SUMBER DAYA INDUSTRI","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"94","35","33365","III.a","101503000000",31,"KEPALA BIDANG PEMBANGUNAN SUMBER DAYA INDUSTRI","BIDANG PEMBANGUNAN SUMBER DAYA INDUSTRI",141,"JL. R.A. KARTINI NO.18 PALU",,,,,,1,,,
"17","DINAS TENAGA KERJA DAN TRANSMIGRASI","34947","KEPALA DINAS TENAGA KERJA DAN TRANSMIGRASI","II.a","707","BIDANG PEMBINAAN PELATIHAN, PERLUASAN PENEMPATAN DAN PRODUKTIVITAS TENAGA KERJA","34961","KEPALA BIDANG PEMBINAAN PELATIHAN, PERLUASAN PENEMPATAN DAN PRODUKTIVITAS TENAGA KERJA","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"707","17","34961","III.a","100802000000",31,"KEPALA BIDANG PEMBINAAN PELATIHAN, PERLUASAN PENEMPATAN DAN PRODUKTIVITAS TENAGA KERJA","BIDANG PEMBINAAN PELATIHAN, PERLUASAN PENEMPATAN DAN PRODUKTIVITAS TENAGA KERJA",141,"JL. R.A. KARTINI NO. 98 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","325","UPTD BADAN PENDAPATAN WILAYAH IV","33834","KEPALA UPTD BADAN PENDAPATAN WILAYAH IV","III.b","328","SEKSI PENETAPAN DAN PENAGIHAN","33838","KEPALA SEKSI PENETAPAN DAN PENAGIHAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"","328","325","33838","IV.a","103409030000",41,"KEPALA SEKSI PENETAPAN DAN PENAGIHAN","SEKSI PENETAPAN DAN PENAGIHAN",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","158","BIRO UMUM","34048","KEPALA BIRO UMUM","II.b","167","BAGIAN TATA USAHA","34063","KEPALA BAGIAN TATA USAHA","III.a",,,,,,,,,,,,,,,,,,,,,3,,"167","158","34063","III.a","100103020300",31,"KEPALA BAGIAN TATA USAHA","BAGIAN TATA USAHA",141,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","158","BIRO UMUM","34048","KEPALA BIRO UMUM","II.b","167","BAGIAN TATA USAHA","34063","KEPALA BAGIAN TATA USAHA","III.a","168","SUB BAGIAN TATA USAHA PIMPINAN DAN STAF AHLI","34064","KEPALA SUB BAGIAN TATA USAHA PIMPINAN DAN STAF AHLI","IV.a",,,,,,,,,,,,,,,,4,,"168","167","34064","IV.a","100103020301",41,"KEPALA SUB BAGIAN TATA USAHA PIMPINAN DAN STAF AHLI","SUB BAGIAN TATA USAHA PIMPINAN DAN STAF AHLI",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"32","DINAS TANAMAN PANGAN DAN HORTIKULTURA","37620","KEPALA DINAS TANAMAN PANGAN DAN HORTIKULTURA","II.a","834","UPTD BALAI PERBENIHAN TANAMAN PANGAN DAN HORTIKULTURA","37594","KEPALA UPT BALAI PERBENIHAN TPH","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","834","32","37594","III.b","102506000000",32,"KEPALA UPT BALAI PERBENIHAN TPH","UPTD BALAI PERBENIHAN TANAMAN PANGAN DAN HORTIKULTURA",134,"JL. R.A. KARTINI NO. 80 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","301","BIDANG PENGELOLAAN PENDAPATAN DAERAH","33791","KEPALA BIDANG PENGELOLAAN PENDAPATAN DAERAH","III.a","302","SUB BIDANG PAJAK DAERAH","33792","KEPALA SUB BIDANG PAJAK DAERAH","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"302","301","33792","IV.a","103402010000",41,"KEPALA SUB BIDANG PAJAK DAERAH","SUB BIDANG PAJAK DAERAH",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","333","UPTD BADAN PENDAPATAN WILAYAH VI","33846","KEPALA UPTD BADAN PENDAPATAN WILAYAH VI","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","333","3","33846","III.b","103411000000",32,"KEPALA UPTD BADAN PENDAPATAN WILAYAH VI","UPTD BADAN PENDAPATAN WILAYAH VI",134,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","494","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL","33503","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL","III.b","1114","SLB NEGERI TOLITOLI KAB. TOLITOLI","34350","KEPALA SLB NEGERI TOLITOLI KAB. TOLITOLI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SLB","1114","494","34350",,"102811220000",,"KEPALA SLB NEGERI TOLITOLI KAB. TOLITOLI","SLB NEGERI TOLITOLI KAB. TOLITOLI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"25","DINAS PERHUBUNGAN","33482","KEPALA DINAS PERHUBUNGAN","II.a","416","BIDANG PELAYARAN LAUT DAN LLASDP","33492","KEPALA BIDANG PELAYARAN LAUT DAN LLASDP","III.a","417","SEKSI KEPELABUHANAN","33493","KEPALA SEKSI KEPELABUHANAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"417","416","33493","IV.a","101604020000",41,"KEPALA SEKSI KEPELABUHANAN","SEKSI KEPELABUHANAN",133,"JL. R.A. KARTINI NO.35 PALU",,,,,,1,,,
"35","DINAS PERINDUSTRIAN DAN PERDAGANGAN","33359","KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN","II.a","106","UPTD PENGEMBANGAN PRODUK INDUSTRI PANGAN DAN KERAJINAN DAERAH","33372","KEPALA UPT PENGEMBANGAN PRODUK INDUSTRI PANGAN DAN KERAJINAN DAERAH","III.b","110","SEKSI INDUSTRI KEMASAN DAN KERAJINAN DAERAH","33375","KEPALA SEKSI INDUSTRI KEMASAN DAN KERAJINAN DAERAH","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"UPTD Tipe A","110","106","33375","IV.a","101507030000",41,"KEPALA SEKSI INDUSTRI KEMASAN DAN KERAJINAN DAERAH","SEKSI INDUSTRI KEMASAN DAN KERAJINAN DAERAH",133,"JL. R.A. KARTINI NO.18 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1049","SMA NEGERI 1 MANTOH KAB. BANGGAI","34210","KEPALA SMA NEGERI 1 MANTOH KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","1049","489","34210",,"102810410000",,"KEPALA SMA NEGERI 1 MANTOH KAB. BANGGAI","SMA NEGERI 1 MANTOH KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"36","DINAS ENERGI DAN SUMBER DAYA MINERAL","33744","KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL","II.a","662","CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH V","33947","KEPALA CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH V","III.b","665","SEKSI AIR, TANAH DAN ENERGI","33951","KEPALA SEKSI AIR, TANAH DAN ENERGI","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"665","662","33951","IV.a","101711030000",41,"KEPALA SEKSI AIR, TANAH DAN ENERGI","SEKSI AIR, TANAH DAN ENERGI",133,"JL. SAM RATULANGI NO.25 PALU",,,,,,1,,,
"31","DINAS KELAUTAN DAN PERIKANAN","34250","KEPALA DINAS KELAUTAN DAN PERIKANAN","II.a","791","UPTD PENERAPAN MUTU HASIL PERIKANAN","34279","KEPALA UPTD PENERAPAN MUTU HASIL PERIKANAN","III.b","792","SUB BAGIAN TATA USAHA","34280","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"792","791","34280","IV.a","102307010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. UNDATA NO.7 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","158","BIRO UMUM","34048","KEPALA BIRO UMUM","II.b","167","BAGIAN TATA USAHA","34063","KEPALA BAGIAN TATA USAHA","III.a","170","SUB BAGIAN PERSURATAN DAN ARSIP","34066","KEPALA SUB BAGIAN PERSURATAN DAN ARSIP","IV.a",,,,,,,,,,,,,,,,4,,"170","167","34066","IV.a","100103020303",41,"KEPALA SUB BAGIAN PERSURATAN DAN ARSIP","SUB BAGIAN PERSURATAN DAN ARSIP",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"12","DINAS KESEHATAN","34343","KEPALA DINAS KESEHATAN","II.a","754","BIDANG KESEHATAN MASYARAKAT","34354","KEPALA BIDANG KESEHATAN MASYARAKAT","III.a","756","SEKSI KESEHATAN LINGKUNGAN, KESEHATAN KERJA DAN KESEHATAN OLAHRAGA","34357","KEPALA SEKSI KESEHATAN LINGKUNGAN, KESEHATAN KERJA DAN KESEHATAN OLAHRAGA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"756","754","34357","IV.a","100302010000",41,"KEPALA SEKSI KESEHATAN LINGKUNGAN, KESEHATAN KERJA DAN KESEHATAN OLAHRAGA","SEKSI KESEHATAN LINGKUNGAN, KESEHATAN KERJA DAN KESEHATAN OLAHRAGA",133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","158","BIRO UMUM","34048","KEPALA BIRO UMUM","II.b","171","BIRO ADMINISTRASI PIMPINAN","34067","KEPALA BIRO ADMINISTRASI PIMPINAN","II.b","173","BAGIAN PERENCANAAN DAN KEPEGAWAIAN SETDA",,,,,,,,,,,,,,,,,,,4,,"173","171",,,"100103030100",,,"BAGIAN PERENCANAAN DAN KEPEGAWAIAN SETDA",,"JL. SAM RATULANGI NO.101 PALU",,,,,,0,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","158","BIRO UMUM","34048","KEPALA BIRO UMUM","II.b","171","BIRO ADMINISTRASI PIMPINAN","34067","KEPALA BIRO ADMINISTRASI PIMPINAN","II.b",,,,,,,,,,,,,,,,,,,,,3,,"171","158","34067","II.b","100103030000",22,"KEPALA BIRO ADMINISTRASI PIMPINAN","BIRO ADMINISTRASI PIMPINAN",142,"JL. SAM RATULANGI NO.101 PALU",,,,,,0,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","515","UPTD KESATUAN PENGELOLAAN HUTAN DAMPELAS TINOMBO","33388","KEPALA UPT KESATUAN PENGELOLAAN HUTAN DAMPELAS TINOMBO","III.b","523","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","33390","KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"523","515","33390","IV.a","101906020000",41,"KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","175","BIRO ADMINISTRASI PIMPINAN","34480","KEPALA BIRO ADMINISTRASI PIMPINAN","II.b",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"175","144","34480","II.b","100103030000",22,"KEPALA BIRO ADMINISTRASI PIMPINAN","BIRO ADMINISTRASI PIMPINAN",142,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"36","DINAS ENERGI DAN SUMBER DAYA MINERAL","33744","KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL","II.a","654","CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH III","33939","KEPALA CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH III","III.b","655","SUB BAGIAN TATA USAHA","33940","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"655","654","33940","IV.a","101709010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. SAM RATULANGI NO.25 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","533","SLB NEGERI DALAKA KAB. DONGGALA","33650","KEPALA SLB NEGERI DALAKA KAB. DONGGALA",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SLB","533","481","33650",,"102807120000",,"KEPALA SLB NEGERI DALAKA KAB. DONGGALA","SLB NEGERI DALAKA KAB. DONGGALA",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","72","ASISTEN PEREKONOMIAN DAN PEMBANGUNAN","39771","ASISTEN PEREKONOMIAN DAN PEMBANGUNAN","II.a","131","BIRO ADMINISTRASI PEMBANGUNAN","34464","KEPALA BIRO ADMINISTRASI PEMBANGUNAN","II.b","132","BAGIAN PENGENDALIAN ADMINISTRASI PELAKSANAAN PEMBANGUNAN DAERAH","34466","KEPALA BAGIAN PENGENDALIAN ADMINISTRASI PELAKSANAAN PEMBANGUNAN DAERAH","III.a",,,,,,,,,,,,,,,,,,,,,3,,"132","131","34466","III.a","100102030100",31,"KEPALA BAGIAN PENGENDALIAN ADMINISTRASI PELAKSANAAN PEMBANGUNAN DAERAH","BAGIAN PENGENDALIAN ADMINISTRASI PELAKSANAAN PEMBANGUNAN DAERAH",141,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"12","DINAS KESEHATAN","34343","KEPALA DINAS KESEHATAN","II.a","1135","UPT LABORATORIUM KESEHATAN","38704","KEPALA UPT LABORATORIUM KESEHATAN","III.b","1139","SEKSI PELAYANAN DAN MUTU","38707","KEPALA SEKSI PELAYANAN DAN MUTU","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"","1139","1135","38707","IV.a","100307030000",41,"KEPALA SEKSI PELAYANAN DAN MUTU","SEKSI PELAYANAN DAN MUTU",133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","6","SMA NEGERI 1 LUWUK TIMUR KAB. BANGGAI","34193","KEPALA SMA NEGERI 1 LUWUK TIMUR KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","6","489","34193",,"102810240000",,"KEPALA SMA NEGERI 1 LUWUK TIMUR KAB. BANGGAI","SMA NEGERI 1 LUWUK TIMUR KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","301","BIDANG PENGELOLAAN PENDAPATAN DAERAH","33791","KEPALA BIDANG PENGELOLAAN PENDAPATAN DAERAH","III.a","303","SUB BIDANG RETRIBUSI DAERAH DAN PENDAPATAN LAIN-LAIN","33793","KEPALA SUB BIDANG RETRIBUSI DAERAH DAN PENDAPATAN LAIN-LAIN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"303","301","33793","IV.a","103402020000",41,"KEPALA SUB BIDANG RETRIBUSI DAERAH DAN PENDAPATAN LAIN-LAIN","SUB BIDANG RETRIBUSI DAERAH DAN PENDAPATAN LAIN-LAIN",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","1149","UPTD BADAN PENDAPATAN WILAYAH XIII","40775","KEPALA UPTD BADAN PENDAPATAN WILAYAH XIII","III.b","1156","SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR","40778","KEPALA SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"","1156","1149","40778","IV.a","103418030000",41,"KEPALA SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR","SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"12","DINAS KESEHATAN","34343","KEPALA DINAS KESEHATAN","II.a","757","BIDANG PENCEGAHAN DAN PENGENDALIAN PENYAKIT","34359","KEPALA BIDANG PENCEGAHAN DAN PENGENDALIAN PENYAKIT","III.a","758","SEKSI PENCEGAHAN DAN PENGENDALIAN PENYAKIT MENULAR","34360","KEPALA SEKSI PENCEGAHAN DAN PENGENDALIAN PENYAKIT MENULAR","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"758","757","34360","IV.a","100303010000",41,"KEPALA SEKSI PENCEGAHAN DAN PENGENDALIAN PENYAKIT MENULAR","SEKSI PENCEGAHAN DAN PENGENDALIAN PENYAKIT MENULAR",133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Cabang","489","10","33502","III.b","102810000000",32,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT",134,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","365","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI","33513","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI","III.b","406","SMA NEGERI OLAHRAGA TADULAKO PALU KOTA PALU","33530","KEPALA SMA NEGERI OLAHRAGA TADULAKO PALU KOTA PALU",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","406","365","33530",,"102806180000",,"KEPALA SMA NEGERI OLAHRAGA TADULAKO PALU KOTA PALU","SMA NEGERI OLAHRAGA TADULAKO PALU KOTA PALU",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","500","UPTD KESATUAN PENGELOLAAN HUTAN POGOGUL","33400","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN POGOGUL","III.b","503","SUB BAGIAN TATA USAHA","33403","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"503","500","33403","IV.a","101909010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","491","UPTD KESATUAN PENGELOLAAN HUTAN SIVIA PATUJU","33408","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN SIVIA PATUJU","III.b","493","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","33410","KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"493","491","33410","IV.a","101911020000",41,"KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1051","SLB NEGERI LUWUK KAB. BANGGAI","34212","KEPALA SLB NEGERI LUWUK KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SLB","1051","489","34212",,"102810430000",,"KEPALA SLB NEGERI LUWUK KAB. BANGGAI","SLB NEGERI LUWUK KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","542","SMA NEGERI 2 SOJOL KAB. DONGGALA","33659","KEPALA SMA NEGERI 2 SOJOL KAB. DONGGALA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","542","481","33659","IV.a","102807210000",41,"KEPALA SMA NEGERI 2 SOJOL KAB. DONGGALA","SMA NEGERI 2 SOJOL KAB. DONGGALA",133,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"36","DINAS ENERGI DAN SUMBER DAYA MINERAL","33744","KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL","II.a","658","CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH IV","33943","KEPALA CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH IV","III.b","661","SEKSI AIR, TANAH DAN ENERGI","33946","KEPALA SEKSI AIR, TANAH DAN ENERGI","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"661","658","33946","IV.a","101710030000",41,"KEPALA SEKSI AIR, TANAH DAN ENERGI","SEKSI AIR, TANAH DAN ENERGI",133,"JL. SAM RATULANGI NO.25 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","510","UPTD KESATUAN PENGELOLAAN HUTAN TOILI BATURUBE","33392","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN TOILI BATURUBE","III.b","513","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","33394","KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"513","510","33394","IV.a","101907020000",41,"KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"1","BADAN PERENCANAAN PEMBANGUNAN DAERAH","33570","KEPALA BADAN PERENCANAAN PEMBANGUNAN DAERAH","II.a","231","BIDANG PEMERINTAHAN DAN PEMBANGUNAN MANUSIA","33575","KEPALA BIDANG PEMERINTAHAN DAN PEMBANGUNAN MANUSIA","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"231","1","33575","III.a","103503000000",31,"KEPALA BIDANG PEMERINTAHAN DAN PEMBANGUNAN MANUSIA","BIDANG PEMERINTAHAN DAN PEMBANGUNAN MANUSIA",141,"JL. MOH. YAMIN NO. 7 PALU",,,,,,1,,,
