program_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
659;2.12.03.1.01;Pelayanan Pencatatan Sipil ;22;364873950;2026
659;2.12.03.1.02;Penyelenggaraan Pencatatan Sipil di Provinsi;22;0;2026
659;2.12.03.1.03;Pemberian Konsultasi Penyelenggaraan Pencatatan Sipil;22;0;2026
660;2.12.04.1.01;Penataan Pengelolaan Informasi Administrasi Kependudukan;22;13491950;2026
660;2.12.04.1.02;Penyelenggaraan Pengelolaan Informasi Administrasi Kependudukan Provinsi;22;352026000;2026
660;2.12.04.1.03;Pembinaan dan Pengawasan Pengelolaan Informasi Administrasi Kependudukan Provinsi;22;2000000;2026
661;2.12.05.1.01;Penyediaan Profil Kependudukan;22;220381000;2026
662;1.02.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;12;956854078;2026
662;1.02.01.1.02;Administrasi Keuangan Perangkat Daerah;12;19554963980;2026
"662;1.02.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;12;199999600;2026"
662;1.02.01.1.05;Administrasi Kepegawaian Perangkat Daerah;12;462226500;2026
662;1.02.01.1.06;Administrasi Umum Perangkat Daerah;12;2277953872;2026
"662;1.02.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;12;1939161206;2026"
"662;1.02.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;12;7969852592;2026"
662;1.02.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;12;1272025418;2026
662;1.02.01.1.10;Peningkatan Pelayanan BLUD;12;27015868514;2026
662;1.02.01.1.14;Fasilitasi Keprotokolan;12;199935000;2026
663;1.02.02.1.01;Penyediaan Fasilitas Pelayanan, Sarana, Prasarana dan Alat Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi;12;41081997695;2026
663;1.02.02.1.02;Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi;12;49164086026;2026
663;1.02.02.1.04;Penerbitan Izin Rumah Sakit Kelas B dan Fasilitas Pelayanan Kesehatan Tingkat Daerah Provinsi;12;149999900;2026
664;1.02.03.1.01;Perencanaan Kebutuhan Sumber Daya Manusia Kesehatan untuk UKM dan UKP Provinsi;12;300000800;2026
664;1.02.03.1.02;Pengembangan Mutu dan Peningkatan Kompetensi Teknis Sumber Daya Manusia Kesehatan Tingkat Daerah Provinsi;12;450000250;2026
665;1.02.04.1.01;Penerbitan Pengakuan Pedagang Besar Farmasi (PBF) Cabang dan Cabang Penyalur Alat Kesehatan (PAK);12;399999950;2026
666;1.02.05.1.01;Advokasi, Pemberdayaan, Kemitraan, Peningkatan Peran Serta Masyarakat dan Lintas Sektor Tingkat Daerah Provinsi ;12;340337900;2026
666;1.02.05.1.02;Pelaksanaan Komunikasi Informasi dan Edukasi (KIE) Perilaku Hidup Bersih dan Sehat dalam rangka Promotif Preventif Tingkat Daerah Provinsi;12;150030000;2026
666;1.02.05.1.03;Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM) Tingkat Daerah Provinsi;12;150069000;2026
667;2.16.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;26;399656000;2026
667;2.16.01.1.02;Administrasi Keuangan Perangkat Daerah;26;7712999597;2026
"667;2.16.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;26;36545000;2026"
667;2.16.01.1.05;Administrasi Kepegawaian Perangkat Daerah;26;72183750;2026
667;2.16.01.1.06;Administrasi Umum Perangkat Daerah;26;1053364770;2026
"667;2.16.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;26;585292075;2026"
"667;2.16.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;26;1190628450;2026"
667;2.16.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;26;540411000;2026
668;2.16.02.1.01;Pengelolaan Informasi dan Komunikasi Publik Pemerintah Daerah Provinsi;26;8069492400;2026
669;2.16.03.1.01;Pengelolaan Nama Domain yang Telah ditetapkan oleh Pemerintah Pusat dan Sub Domain di Lingkup Pemerintah Daerah Provinsi;26;54000000;2026
669;2.16.03.1.02;Pengelolaan E-government di Lingkup Pemerintah Daerah Provinsi;26;16986000000;2026
670;2.20.02.1.01;Penyelenggaraan Statistik Sektoral di Lingkup Daerah Provinsi;26;299993100;2026
671;2.21.02.1.01;Penyelenggaraan Persandian untuk Pengamanan Informasi Pemerintah Daerah Provinsi;26;267606000;2026
671;2.21.02.1.02;Penetapan Pola Hubungan Komunikasi Sandi antar Perangkat Daerah Provinsi;26;32394000;2026
672;2.17.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;27;272340000;2026
672;2.17.01.1.02;Administrasi Keuangan Perangkat Daerah;27;12802815209;2026
"672;2.17.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;27;30850000;2026"
672;2.17.01.1.05;Administrasi Kepegawaian Perangkat Daerah;27;74250000;2026
672;2.17.01.1.06;Administrasi Umum Perangkat Daerah;27;525341772;2026
"672;2.17.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;27;251894640;2026"
"672;2.17.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;27;939888243;2026"
672;2.17.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;27;417430000;2026
673;2.17.02.1.01;Penerbitan Izin Usaha Simpan Pinjam untuk Koperasi dengan Wilayah Keanggotaan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;27;79759400;2026
673;2.17.02.1.02;Penerbitan Izin Pembukaan Kantor Cabang, Cabang Pembantu dan Kantor Kas Koperasi Simpan Pinjam untuk Koperasi dengan Wilayah Keanggotaan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;27;106916950;2026
674;2.17.03.1.01;Pemeriksaan dan Pengawasan Koperasi yang Wilayah Keanggotaannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;27;1031556600;2026
674;2.17.03.1.02;Pemeriksaan dan Pengawasan Koperasi Simpan Pinjam/Unit Simpan Pinjam Koperasi yang Wilayah Keanggotaannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;27;68737300;2026
675;2.17.04.1.01;Penilaian Kesehatan Koperasi Simpan Pinjam/Unit Simpan Pinjam Koperasi yang Wilayah Keanggotaanya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;27;197373450;2026
676;2.17.05.1.01;Pendidikan dan Latihan Perkoperasian bagi Koperasi yang Wilayah Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;27;212382320;2026
677;2.17.06.1.01;Pemberdayaan dan Perlindungan Koperasi yang Keanggotaannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;27;3431888800;2026
678;2.17.07.1.01;Pemberdayaan Usaha Kecil yang dilakukan Melalui Pendataan, Kemitraan, Kemudahan Perijinan, Penguatan Kelembagaan dan Koordinasi Dengan Para Pemangku Kepentingan;27;2475543343;2026
679;2.17.08.1.01;Pengembangan Usaha Kecil dengan Orientasi Peningkatan Skala Usaha Menjadi Usaha Menengah;27;2168727913;2026
680;2.11.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;21;22488000;2026
680;2.11.01.1.02;Administrasi Keuangan Perangkat Daerah;21;10543610094;2026
"680;2.11.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;21;12000000;2026"
680;2.11.01.1.04;Administrasi Pendapatan Daerah Kewenangan Perangkat Daerah;21;0;2026
680;2.11.01.1.05;Administrasi Kepegawaian Perangkat Daerah;21;162270000;2026
680;2.11.01.1.06;Administrasi Umum Perangkat Daerah;21;703074999;2026
"680;2.11.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;21;225763160;2026"
"680;2.11.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;21;384970456;2026"
680;2.11.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;21;766164980;2026
681;2.11.02.1.01;Rencana Perlindungan dan Pengelolaan Lingkungan Hidup (RPPLH) Provinsi;21;0;2026
681;2.11.02.1.02;Penyelenggaraan Kajian Lingkungan Hidup Strategis (KLHS) Provinsi;21;39733000;2026
682;2.11.03.1.01;Pencegahan Pencemaran dan/atau Kerusakan Lingkugan Hidup;21;1176744600;2026
682;2.11.03.1.02;Penanggulangan Pencemaran dan/atau Kerusakan Lingkungan Hidup;21;15191510;2026
682;2.11.03.1.03;Pemulihan Pencemaran dan/atau Kerusakan Lingkungan Hidup;21;93716000;2026
683;2.11.04.1.01;Pengelolaan Keanekaragaman Hayati Provinsi;21;100470000;2026
684;2.11.05.1.01;Pengumpulan Limbah B3 Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;21;230521300;2026
685;2.11.06.1.01;Pembinaan dan Pengawasan Izin Lingkungan dan Izin PPLH yang diterbitkan oleh Pemerintah Daerah Provinsi;21;377670692;2026
686;2.11.07.1.02;Peningkatan Kapasitas MHA dan Kearifan Lokal, Pengetahuan Tradisional dan Hak MHA yang terkait dengan PPLH;21;117757200;2026
687;2.11.08.1.01;Penyelenggaraan Pendidikan, Pelatihan, dan Penyuluhan Lingkungan Hidup untuk Lembaga KeMasyarakatan Tingkat Daerah Provinsi;21;245323350;2026
688;2.11.09.1.01;Pemberian Penghargaan Lingkungan Hidup Tingkat Daerah Provinsi;21;143319800;2026
689;2.11.10.1.01;Penyelesaian Pengaduan Masyarakat di Bidang Perlindungan dan Pengelolaan Lingkungan Hidup (PPLH) Provinsi;21;21920000;2026
690;2.11.11.1.01;Penanganan Sampah di TPA/TPST Regional;21;207851750;2026
691;2.09.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;19;107899693;2026
691;2.09.01.1.02;Administrasi Keuangan Perangkat Daerah;19;19098027899;2026
"691;2.09.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;19;0;2026"
691;2.09.01.1.05;Administrasi Kepegawaian Perangkat Daerah;19;0;2026
691;2.09.01.1.06;Administrasi Umum Perangkat Daerah;19;390846000;2026
"691;2.09.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;19;25000000;2026"
"691;2.09.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;19;419664632;2026"
691;2.09.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;19;608864800;2026
692;2.09.02.1.01;Penyediaan Infrastruktur dan Seluruh Pendukung Kemandirian Pangan pada berbagai Sektor sesuai Kewenangan Daerah Provinsi;19;419999958;2026
693;2.09.03.1.01;Penyediaan dan Penyaluran Pangan Pokok atau Pangan Lainnya sesuai dengan Kebutuhan Daerah Provinsi dalam rangka Stabilisasi Pasokan dan Harga Pangan;19;1589937483;2026
693;2.09.03.1.02;Pengelolaan dan Keseimbangan Cadangan Pangan Provinsi;19;369986665;2026
693;2.09.03.1.04;Promosi Pencapaian Target Konsumsi Pangan Perkapita/Tahun sesuai dengan Angka Kecukupan Gizi Melalui Media Provinsi;19;168300100;2026
694;2.09.04.1.01;Penyusunan Peta Kerentanan dan Ketahanan Pangan kewenangan Provinsi ;19;70007500;2026
694;2.09.04.1.02;Penanganan Kerawanan Pangan Kewenangan Provinsi ;19;210024520;2026
695;2.09.05.1.01;Pelaksanaan Pengawasan Keamanan Pangan Segar Distribusi Lintas Daerah Kabupaten/Kota;19;335278750;2026
696;3.26.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;20;732383847;2026
696;3.26.01.1.02;Administrasi Keuangan Perangkat Daerah;20;8681655429;2026
"696;3.26.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;20;187398050;2026"
696;3.26.01.1.05;Administrasi Kepegawaian Perangkat Daerah;20;230113750;2026
696;3.26.01.1.06;Administrasi Umum Perangkat Daerah;20;425698766;2026
"696;3.26.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;20;2573486536;2026"
"696;3.26.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;20;1940273250;2026"
696;3.26.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;20;892756799;2026
697;3.26.02.1.01;Pengelolaan Daya Tarik Wisata Provinsi;20;2204573000;2026
697;3.26.02.1.02;Pengelolaan Kawasan Strategis Pariwisata Provinsi;20;2630567126;2026
697;3.26.02.1.03;Pengelolaan Destinasi Pariwisata Provinsi;20;2649859873;2026
697;3.26.02.1.04;Penetapan Tanda Daftar Usaha Pariwisata Lintas Daerah Kabupaten/Kota dalam 1 (Satu) Daerah Provinsi;20;0;2026
698;3.26.03.1.01;Pemasaran Pariwisata Dalam dan Luar Negeri Daya Tarik, Destinasi dan Kawasan Strategis Pariwisata Provinsi;20;11325000000;2026
699;3.26.04.1.01;Penyediaan Sarana dan Prasarana Kota Kreatif;20;5401511015;2026
699;3.26.04.1.02;Pengembangan Ekosistem Ekonomi Kreatif ;20;840127985;2026
700;3.26.05.1.01;Pelaksanaan Peningkatan Kapasitas Sumber Daya Manusia Pariwisata dan Ekonomi Kreatif Tingkat Lanjutan;20;1283993700;2026
700;3.26.05.1.02;Pengembangan Kapasitas Pelaku Ekonomi Kreatif;20;941006300;2026
701;2.13.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;23;0;2026
701;2.13.01.1.02;Administrasi Keuangan Perangkat Daerah;23;10769718080;2026
"701;2.13.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;23;0;2026"
701;2.13.01.1.05;Administrasi Kepegawaian Perangkat Daerah;23;0;2026
701;2.13.01.1.06;Administrasi Umum Perangkat Daerah;23;80000000;2026
"701;2.13.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;23;0;2026"
"701;2.13.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;23;0;2026"
701;2.13.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;23;218000000;2026
702;2.13.02.1.01;Penatausahaan Penetapan Susunan Kelembagaan, Pengisian Jabatan, dan Masa Jabatan Kepala Desa dan Desa Adat ;23;3057700000;2026
703;2.13.03.1.01;Fasilitasi Kerja Sama antar desa yang Menjadi Kewenangan Provinsi;23;480000000;2026
704;2.13.04.1.01;Pembinaan dan Pengawasan Penyelenggaraan Pemerintahan Desa;23;5155000000;2026
705;2.13.05.1.01;Pemberdayaan Lembaga keMasyarakatan yang Bergerak di Bidang Pemberdayaan Desa dan Lembaga Adat Tingkat Daerah Provinsi serta Pemberdayaan Masyarakat Hukum Adat yang Masyarakat Pelakunya Hukum Adat yang Sama Berada di Lintas Daerah Kabupaten/Kota;23;15678840000;2026
706;2.08.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;18;267110200;2026
706;2.08.01.1.02;Administrasi Keuangan Perangkat Daerah;18;10443424348;2026
706;2.08.01.1.05;Administrasi Kepegawaian Perangkat Daerah;18;71166686;2026
706;2.08.01.1.06;Administrasi Umum Perangkat Daerah;18;132615750;2026
"706;2.08.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;18;1381410500;2026"
"706;2.08.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;18;327417175;2026"
706;2.08.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;18;537205850;2026
707;2.08.02.1.01;Pelembagaan Pengarusutamaan Gender (PUG) pada Lembaga Pemerintah Kewenangan Provinsi;18;353497150;2026
707;2.08.02.1.02;Pemberdayaan Perempuan Bidang Politik, Hukum, Sosial, dan Ekonomi pada Organisasi KeMasyarakatan Kewenangan Provinsi;18;1469998400;2026
707;2.08.02.1.03;Penguatan dan Pengembangan Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Provinsi;18;0;2026
708;2.08.03.1.01;Pencegahan Kekerasan terhadap Perempuan yang melibatkan para Pihak Lingkup Daerah Provinsi dan Lintas Daerah Kabupaten/Kota;18;274755720;2026
708;2.08.03.1.02;Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan yang memerlukan Koordinasi Tingkat Daerah Provinsi dan Lintas Daerah Kabupaten/Kota;18;137036500;2026
708;2.08.03.1.03;Penguatan dan Pengembangan Lembaga Penyedia Layanan Perlindungan Perempuan Kewenangan Provinsi;18;103619800;2026
709;2.08.04.1.01;Peningkatan Kualitas Keluarga dalam Mewujudkan Kesetaraan Gender (KG) dan Hak Anak Kewenangan Provinsi;18;100563800;2026
709;2.08.04.1.02;Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga dalam Mewujudkan KG dan Hak Anak Kewenangan Provinsi ;18;125938600;2026
709;2.08.04.1.03;Penyediaan Layanan bagi Keluarga dalam Mewujudkan KG dan Hak Anak yang Wilayah Kerjanya Lintas Daerah Kabupaten/Kota;18;0;2026
710;2.08.05.1.01;Pengumpulan, Pengolahan Analisis dan Penyajian Data Gender dan Anak dalam Kelembagaan Data di Tingkat Daerah Provinsi;18;300000000;2026
711;2.08.06.1.01;Pelembagaan PHA pada Lembaga Pemerintah, Non Pemerintah, dan Dunia Usaha Kewenangan Provinsi;18;166535200;2026
711;2.08.06.1.02;Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi;18;313464800;2026
712;2.08.07.1.01;Pencegahan Kekerasan terhadap Anak yang Melibatkan para Pihak Lingkup Daerah Provinsi dan Lintas Daerah Kabupaten/Kota;18;174131000;2026
712;2.08.07.1.02;Penyediaan Layanan bagi Anak yang Memerlukan Perlindungan Khusus yang Memerlukan Koordinasi Tingkat Daerah Provinsi;18;89966000;2026
712;2.08.07.1.03;Penguatan dan Pengembangan Lembaga Penyedia Layanan bagi Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Provinsi dan Lintas Daerah Kabupaten/Kota;18;108081250;2026
713;2.19.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;29;131268550;2026
713;2.19.01.1.02;Administrasi Keuangan Perangkat Daerah;29;10115332041;2026
"713;2.19.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;29;65500000;2026"
713;2.19.01.1.05;Administrasi Kepegawaian Perangkat Daerah;29;65440000;2026
713;2.19.01.1.06;Administrasi Umum Perangkat Daerah;29;210072147;2026
"713;2.19.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;29;49967850;2026"
"713;2.19.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;29;1682808000;2026"
713;2.19.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;29;324946100;2026
714;2.19.02.1.01;Penyadaran, Pemberdayaan, dan Pengembangan Pemuda dan Kepemudaan Kewenangan Provinsi;29;1419999252;2026
714;2.19.02.1.02;Pemberdayaan dan Pengembangan Organisasi Kepemudaan Tingkat Daerah Provinsi;29;90000000;2026
715;2.19.03.1.01;Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Provinsi;29;3277846550;2026
715;2.19.03.1.02;Penyelenggaraan Kejuaraan Olahraga;29;1299999206;2026
715;2.19.03.1.03;Pembinaan dan Pengembangan Olahraga Prestasi Tingkat Nasional;29;1249999125;2026
715;2.19.03.1.04;Pembinaan dan Pengembangan Organisasi Olahraga;29;10650000000;2026
716;2.19.04.1.01;Pembinaan dan Pengembangan Organisasi Kepramukaan;29;1550000000;2026
717;2.18.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;28;325766500;2026
717;2.18.01.1.02;Administrasi Keuangan Perangkat Daerah;28;12208584246;2026
"717;2.18.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;28;66524150;2026"
717;2.18.01.1.05;Administrasi Kepegawaian Perangkat Daerah;28;77813500;2026
717;2.18.01.1.06;Administrasi Umum Perangkat Daerah;28;204446012;2026
"717;2.18.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;28;56417700;2026"
"717;2.18.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;28;664503930;2026"
717;2.18.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;28;292812550;2026
718;2.18.02.1.01;Penetapan Pemberian Fasilitas/Insentif dibidang Penanaman Modal yang Menjadi Kewenangan Daerah Provinsi;28;104737050;2026
718;2.18.02.1.02;Pembuatan Peta Potensi Investasi Provinsi;28;345262100;2026
719;2.18.03.1.01;Penyelenggaraan Promosi Penanaman Modal yang Menjadi Kewenangan Daerah Provinsi;28;549999638;2026
720;2.18.04.1.01;Penanaman Modal yang Ruang Lingkupnya Lintas Daerah Kabupaten/Kota;28;669703750;2026
720;2.18.04.1.02;Penanaman Modal yang Menurut Ketentuan Peraturan Perundangan-Undangan Menjadi Kewenangan Daerah Provinsi;28;30200000;2026
721;2.18.05.1.01;Pengendalian Pelaksanaan Penanaman Modal yang Menjadi Kewenangan Daerah Provinsi;28;599999950;2026
722;2.18.06.1.01;Urusan Pengelolaan Data dan Informasi Perizinan dan Non Perizinan Penanaman Modal yang Terintegrasi pada Tingkat Daerah Provinsi;28;350000000;2026
723;1.01.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;10;2368268907;2026
723;1.01.01.1.02;Administrasi Keuangan Perangkat Daerah;10;731320171804;2026
"723;1.01.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;10;334806750;2026"
723;1.01.01.1.06;Administrasi Umum Perangkat Daerah;10;1101044190;2026
"723;1.01.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;10;41150833;2026"
"723;1.01.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;10;7464497569;2026"
723;1.01.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;10;453053800;2026
724;1.01.02.1.01;Pengelolaan Pendidikan Sekolah Menengah Atas;10;85401858275;2026
724;1.01.02.1.02;Pengelolaan Pendidikan Sekolah Menengah Kejuruan;10;11354694465;2026
724;1.01.02.1.03;Pengelolaan Pendidikan Khusus;10;11660215267;2026
725;1.01.03.1.01;Penetapan Kurikulum Muatan Lokal Pendidikan Menengah;10;5947684000;2026
726;1.01.04.1.01;Pemindahan Pendidik dan Tenaga Kependidikan Lintas Kabupaten/Kota dalam 1 (Satu) Provinsi;10;920316000;2026
727;2.14.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;24;199998700;2026
727;2.14.01.1.02;Administrasi Keuangan Perangkat Daerah;24;7930143248;2026
727;2.14.01.1.05;Administrasi Kepegawaian Perangkat Daerah;24;368925450;2026
727;2.14.01.1.06;Administrasi Umum Perangkat Daerah;24;883915250;2026
"727;2.14.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;24;230246000;2026"
"727;2.14.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;24;416384900;2026"
727;2.14.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;24;432015000;2026
728;2.14.02.1.01;Pemaduan dan Sinkronisasi Kebijakan Pemerintah Pusat dengan Pemerintah Daerah Provinsi dalam rangka Pengendalian Kuantitas Penduduk;24;229579750;2026
728;2.14.02.1.02;Pemetaan Perkiraan Pengendalian Penduduk Cakupan Daerah Provinsi;24;165420000;2026
729;2.14.03.1.01;Pengembangan Desain Program, Pengelolaan dan Pelaksanaan Advokasi, Komunikasi, Informasi dan Edukasi (KIE) Pengendalian Penduduk dan Keluarga Berencana (KB) Sesuai Kearifan Budaya Lokal;24;264186400;2026
729;2.14.03.1.02;Pemberdayaan dan Peningkatan Peran serta Organisasi Kemasyarakatan Tingkat Daerah Provinsi dalam Pengelolaan Pelayanan dan Pembinaan Kesertaan Ber-KB;24;79999800;2026
730;2.14.04.1.01;Pengelolaan Pelaksanaan Desain Program Pembangunan Keluarga Melalui Pembinaan Ketahanan dan Kesejahteraan Keluarga;24;639998950;2026
730;2.14.04.1.02;Pemberdayaan dan Peningkatan Peran serta Organisasi KeMasyarakatan Tingkat Daerah Provinsi dalam Pembangunan Keluarga Melalui Pembinaan Ketahanan dan Kesejahteraan Keluarga;24;279999750;2026
731;2.15.01.1.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;25;1141768000;2026
731;2.15.01.1.02;Administrasi Keuangan Perangkat Daerah;25;13034861863;2026
"731;2.15.01.1.03;Administrasi Barang Milik Daerah pada

Perangkat Daerah;25;48719000;2026"
731;2.15.01.1.05;Administrasi Kepegawaian Perangkat Daerah;25;248618481;2026
731;2.15.01.1.06;Administrasi Umum Perangkat Daerah;25;1147045020;2026
"731;2.15.01.1.07;Pengadaan Barang Milik Daerah Penunjang

Urusan Pemerintah Daerah;25;7425806730;2026"
"731;2.15.01.1.08;Penyediaan Jasa Penunjang Urusan

Pemerintahan Daerah;25;2000464142;2026"
731;2.15.01.1.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;25;969301000;2026
732;2.15.02.1.01;Penetapan Rencana Induk Jaringan LLAJ Provinsi;25;92200000;2026
732;2.15.02.1.02;Penyediaan Perlengkapan Jalan di Jalan Provinsi;25;6491631404;2026
732;2.15.02.1.03;Pengelolaan Terminal Penumpang Tipe B;25;78950000;2026
732;2.15.02.1.05;Pelaksanaan Manajemen dan Rekayasa Lalu Lintas untuk Jaringan Jalan Provinsi;25;124474799;2026
732;2.15.02.1.06;Persetujuan Hasil Analisis Dampak Lalu Lintas (Andalalin) untuk Jalan Provinsi;25;80540750;2026
732;2.15.02.1.07;Audit dan Inspeksi Keselamatan LLAJ di Jalan;25;857868448;2026
732;2.15.02.1.08;Penyediaan Angkutan Umum untuk Jasa Angkutan Orang dan/atau Barang Antar Kota dalam 1 (satu) Daerah Provinsi;25;103200000;2026
732;2.15.02.1.10;Penetapan Rencana Umum Jaringan Trayek Antarkota dalam Daerah Provinsi dan Perkotaan yang Melampaui Batas 1 (satu) Daerah Kabupaten/Kota;25;13000000;2026
732;2.15.02.1.15;Penetapan Tarif Kelas Ekonomi untuk Angkutan Orang yang Melayani Trayek antar Kota dalam Daerah Provinsi serta Angkutan Perkotaan dan Perdesaan yang Melampaui 1 (satu) Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi;25;66816550;2026
733;2.15.03.1.01;Penerbitan Izin Usaha Angkutan Laut bagi Badan Usaha yang Berdomisili dalam Wilayah dan Beroperasi pada Lintas Pelabuhan antar Daerah Kabupaten/Kota dalam Wilayah Daerah Provinsi;25;43982500;2026
733;2.15.03.1.02;Penerbitan Izin Usaha Angkutan Laut Pelayaran Rakyat bagi Orang Perorangan atau Badan Usaha yang Berdomisili dan yang Beroperasi pada Lintas Pelabuhan antar Daerah Kabupaten/Kota dalam Daerah Provinsi, Pelabuhan antar Daerah Provinsi, dan Pelabuhan Internasional;25;51200750;2026
