kode,nama,anggaran,satuan_kerja_id,tahun_kinerja
3.28.04,PROGRAM KONSERVASI SUMBER DAYA ALAM HAYATI DAN EKOSISTEMNYA,435395000,34,2026
3.28.05,PROGRAM PENDIDIKAN DAN PELATIHAN PENYULUHAN DAN PEMBERDAYAAN MASYARAKAT DI BIDANG KEHUTANAN,1712685220,34,2026
3.28.06,PROGRAM PENGELOLAAN DAERAH ALIRAN SUNGAI (DAS),200500000,34,2026
3.25.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,32318005052,31,2026
3.25.02,PROGRAM PENGELOLAAN KELAUTAN PESISIR DAN PULAU-PULAU KECIL,105200000,31,2026
3.25.03,PROGRAM PENGELOLAAN PERIKANAN TANGKAP,25852200200,31,2026
3.25.04,PROGRAM PENGELOLAAN PERIKANAN BUDIDAYA,1882200000,31,2026
3.25.05,PROGRAM PENGAWASAN SUMBER DAYA KELAUTAN DAN PERIKANAN,817800000,31,2026
3.25.06,PROGRAM PENGOLAHAN DAN PEMASARAN HASIL PERIKANAN,3456400000,31,2026
2.12.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,9485220647,22,2026
2.12.02,PROGRAM PENDAFTARAN PENDUDUK,457045700,22,2026
2.12.03,PROGRAM PENCATATAN SIPIL,364873950,22,2026
2.12.04,PROGRAM PENGELOLAAN INFORMASI ADMINISTRASI KEPENDUDUKAN,367517950,22,2026
2.12.05,PROGRAM PENGELOLAAN PROFIL KEPENDUDUKAN,220381000,22,2026
1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,480986333209,12,2026
1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT ,90396083621,12,2026
1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,750001050,12,2026
1.02.04,PROGRAM SEDIAAN FARMASI ALAT KESEHATAN DAN MAKANAN MINUMAN,399999950,12,2026
1.02.05,PROGRAM PEMBERDAYAAN MASYARAKAT BIDANG KESEHATAN,640436900,12,2026
2.16.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,11591080643,26,2026
2.16.02,PROGRAM PENGELOLAAN INFORMASI DAN KOMUNIKASI PUBLIK,8069492400,26,2026
2.16.03,PROGRAM PENGELOLAAN APLIKASI INFORMATIKA,17040000000,26,2026
2.20.02,PROGRAM PENYELENGGARAAN STATISTIK SEKTORAL,299993100,26,2026
2.21.02,PROGRAM PENYELENGGARAAN PERSANDIAN UNTUK PENGAMANAN INFORMASI,300000000,26,2026
2.17.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,15314809864,27,2026
2.17.02,PROGRAM PELAYANAN IZIN USAHA SIMPAN PINJAM,186676350,27,2026
2.17.03,PROGRAM PENGAWASAN DAN PEMERIKSAAN KOPERASI,1100293900,27,2026
2.17.04,PROGRAM PENILAIAN KESEHATAN KSP/USP KOPERASI,197373450,27,2026
2.17.05,PROGRAM PENDIDIKAN DAN LATIHAN PERKOPERASIAN,212382320,27,2026
2.17.06,PROGRAM PEMBERDAYAAN DAN PERLINDUNGAN KOPERASI,3431888800,27,2026
2.17.07,PROGRAM Pemberdayaan USAHA MENENGAH USAHA KECIL DAN USAHA MIKRO (UMKM),2475543343,27,2026
2.17.08,PROGRAM PENGEMBANGAN UMKM,2168727913,27,2026
2.11.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,12820341689,21,2026
2.11.02,PROGRAM Perencanaan LINGKUNGAN HIDUP,39733000,21,2026
2.11.03,PROGRAM PENGENDALIAN PENCEMARAN DAN/ATAU KERUSAKAN LINGKUNGAN HIDUP,1285652110,21,2026
2.11.04,PROGRAM PENGELOLAAN KEANEKARAGAMAN HAYATI (KEHATI),100470000,21,2026
2.11.05,PROGRAM PENGENDALIAN BAHAN BERBAHAYA DAN BERACUN (B3) DAN LIMBAH BAHAN BERBAHAYA DAN BERACUN (LIMBAH B3),230521300,21,2026
2.11.06,PROGRAM PEMBINAAN DAN PENGAWASAN TERHADAP IZIN LINGKUNGAN DAN IZIN PERLINDUNGAN DAN PENGELOLAAN LINGKUNGAN HIDUP (PPLH),377670692,21,2026
2.11.07,PROGRAM PENGAKUAN KEBERADAAN Masyarakat HUKUM ADAT (MHA) KEARIFAN LOKAL DAN HAK MHA YANG TERKAIT DENGAN PPLH,117757200,21,2026
2.11.08,PROGRAM PENINGKATAN PENDIDIKAN PELATIHAN DAN PENYULUHAN LINGKUNGAN HIDUP UNTUK MASYARAKAT,245323350,21,2026
2.11.09,PROGRAM PENGHARGAAN LINGKUNGAN HIDUP UNTUK MASYARAKAT,143319800,21,2026
2.11.10,PROGRAM PENANGANAN PENGADUAN LINGKUNGAN HIDUP,21920000,21,2026
2.11.11,PROGRAM PENGELOLAAN PERSAMPAHAN,207851750,21,2026
2.09.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,20650303024,19,2026
2.09.02,PROGRAM PENGELOLAAN SUMBER DAYA EKONOMI UNTUK KEDAULATAN DAN KEMANDIRIAN PANGAN,419999958,19,2026
2.09.03,PROGRAM PENINGKATAN DIVERSIFIKASI DAN KETAHANAN PANGAN MASYARAKAT,2128224248,19,2026
2.09.04,PROGRAM PENANGANAN KERAWANAN PANGAN,280032020,19,2026
2.09.05,PROGRAM PENGAWASAN KEAMANAN PANGAN,335278750,19,2026
3.26.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,15663766428,20,2026
3.26.02,PROGRAM PENINGKATAN DAYA TARIK DESTINASI PARIWISATA,7485000000,20,2026
3.26.03,PROGRAM PEMASARAN PARIWISATA,11325000000,20,2026
3.26.04,PROGRAM PENGEMBANGAN EKONOMI KREATIF MELALUI PEMANFAATAN DAN PERLINDUNGAN HAK KEKAYAAN INTELEKTUAL,6241639000,20,2026
3.26.05,PROGRAM PENGEMBANGAN SUMBER DAYA PARIWISATA DAN EKONOMI KREATIF,2225000000,20,2026
2.13.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,11067718080,23,2026
2.13.02,PROGRAM PENATAAN DESA,3057700000,23,2026
2.13.03,PROGRAM PENINGKATAN KERJA SAMA DESA,480000000,23,2026
2.13.04,PROGRAM ADMINISTRASI PEMERINTAHAN DESA,5155000000,23,2026
2.13.05,PROGRAM PEMBERDAYAAN LEMBAGA KEMASYARAKATAN LEMBAGA ADAT DAN MASYARAKAT HUKUM ADAT,15678840000,23,2026
2.08.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,13160350509,18,2026
2.08.02,PROGRAM PENGARUSUTAMAAN GENDER DAN PEMBERDAYAAN PEREMPUAN,1823495550,18,2026
2.08.03,PROGRAM PERLINDUNGAN PEREMPUAN,515412020,18,2026
2.08.04,PROGRAM PENINGKATAN KUALITAS KELUARGA,226502400,18,2026
2.08.05,PROGRAM PENGELOLAAN SISTEM DATA GENDER DAN ANAK,300000000,18,2026
2.08.06,PROGRAM PEMENUHAN HAK ANAK (PHA),480000000,18,2026
2.08.07,PROGRAM PERLINDUNGAN KHUSUS ANAK,372178250,18,2026
2.19.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,12645334688,29,2026
2.19.02,PROGRAM PENGEMBANGAN KAPASITAS DAYA SAING KEPEMUDAAN,1509999252,29,2026
2.19.03,PROGRAM PENGEMBANGAN DAYA SAING KEOLAHRAGAAN,16477844881,29,2026
2.19.04,PROGRAM PENGEMBANGAN KAPASITAS KEPRAMUKAAN,1550000000,29,2026
2.18.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,13896868588,28,2026
2.18.02,PROGRAM PENGEMBANGAN IKLIM PENANAMAN MODAL,449999150,28,2026
2.18.03,PROGRAM PROMOSI PENANAMAN MODAL,549999638,28,2026
2.18.04,PROGRAM PELAYANAN PENANAMAN MODAL,699903750,28,2026
2.18.05,PROGRAM PENGENDALIAN PELAKSANAAN PENANAMAN MODAL,599999950,28,2026
2.18.06,PROGRAM PENGELOLAAN DATA DAN SISTEM INFORMASI PENANAMAN MODAL,350000000,28,2026
1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,743082993853,10,2026
1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,210609018192,10,2026
1.01.03,PROGRAM PENGEMBANGAN KURIKULUM,5947684000,10,2026
1.01.04,PROGRAM PENDIDIK DAN TENAGA KEPENDIDIKAN,920316000,10,2026
2.14.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,10461628548,24,2026
2.14.02,PROGRAM PENGENDALIAN PENDUDUK,394999750,24,2026
2.14.03,PROGRAM PEMBINAAN KELUARGA BERENCANA (KB),344186200,24,2026
2.14.04,PROGRAM PEMBERDAYAAN DAN PENINGKATAN KELUARGA SEJAHTERA (KS),919998700,24,2026
2.15.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,26016584236,25,2026
2.15.02,PROGRAM PENYELENGGARAAN LALU LINTAS DAN ANGKUTAN JALAN (LLAJ),7908681951,25,2026
2.15.03,PROGRAM PENGELOLAAN PELAYARAN,22603595785,25,2026
2.15.05,PROGRAM PENGELOLAAN PERKERETAAPIAN,16499890,25,2026
3.30.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,20304479841,35,2026
3.30.02,PROGRAM PERIZINAN DAN PENDAFTARAN PERUSAHAAN,156517350,35,2026
3.30.03,PROGRAM PENINGKATAN SARANA DISTRIBUSI PERDAGANGAN,96664400,35,2026
3.30.04,PROGRAM STABILISASI HARGA BARANG Kebutuhan POKOK DAN BARANG PENTING,1507706250,35,2026
3.30.05,PROGRAM PENGEMBANGAN EKSPOR,525454500,35,2026
3.30.06,PROGRAM STANDARDISASI DAN PERLINDUNGAN KONSUMEN,1436675752,35,2026
3.30.07,PROGRAM PENGGUNAAN DAN PEMASARAN PRODUK DALAM NEGERI,274833050,35,2026
3.31.02,PROGRAM Perencanaan DAN PEMBANGUNAN INDUSTRI,1667163350,35,2026
3.31.03,PROGRAM PENGENDALIAN IZIN USAHA INDUSTRI,105945900,35,2026
3.31.04,PROGRAM PENGELOLAAN SISTEM INFORMASI INDUSTRI NASIONAL,44257700,35,2026
3.27.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,39780279577,33,2026
3.27.02,PROGRAM PENYEDIAAN DAN PENGEMBANGAN SARANA PERTANIAN,59738224770,33,2026
3.27.03,PROGRAM PENYEDIAAN DAN PENGEMBANGAN PRASARANA PERTANIAN,422480200,33,2026
3.27.04,PROGRAM PENGENDALIAN KESEHATAN HEWAN DAN KESEHATAN MASYARAKAT VETERINER,1340007764,33,2026
3.27.05,PROGRAM PENGENDALIAN DAN PENANGGULANGAN BENCANA PERTANIAN,594495990,33,2026
3.27.06,PROGRAM PERIZINAN USAHA PERTANIAN,0,33,2026
3.27.07,PROGRAM PENYULUHAN PERTANIAN,0,33,2026
2.23.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,16965197717,30,2026
2.23.02,PROGRAM PEMBINAAN PERPUSTAKAAN,999999050,30,2026
2.23.03,PROGRAM PELESTARIAN KOLEKSI NASIONAL DAN NASKAH KUNO,500001999,30,2026
2.24.02,PROGRAM PENGELOLAAN ARSIP,654060200,30,2026
2.24.03,PROGRAM PERLINDUNGAN DAN PENYELAMATAN ARSIP,60350200,30,2026
2.24.04,PROGRAM PERIZINAN PENGGUNAAN ARSIP,0,30,2026
1.04.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,14359249791,15,2026
1.04.02,PROGRAM PENGEMBANGAN PERUMAHAN,40439048232,15,2026
1.04.03,PROGRAM KAWASAN PERMUKIMAN,66241598871,15,2026
1.04.05,PROGRAM PENINGKATAN PRASARANA SARANA DAN UTILITAS UMUM (PSU),58899824000,15,2026
2.10.03,PROGRAM PENGADAAN TANAH UNTUK KEPENTINGAN UMUM,127769150,15,2026
2.10.04,PROGRAM PENYELESAIAN SENGKETA TANAH GARAPAN,1487962750,15,2026
2.10.05,PROGRAM PENYELESAIAN GANTI KERUGIAN DAN SANTUNAN TANAH UNTUK PEMBANGUNAN,599970000,15,2026
2.10.06,PROGRAM REDISTRIBUSI TANAH DAN GANTI KERUGIAN TANAH KELEBIHAN MAKSIMUM DAN TANAH ABSENTEE,1597870000,15,2026
2.10.07,PROGRAM PENETAPAN TANAH ULAYAT,548497850,15,2026
2.10.10,PROGRAM PENATAGUNAAN TANAH ,372729750,15,2026
1.06.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,25452731178,16,2026
1.06.02,PROGRAM PEMBERDAYAAN SOSIAL,932630000,16,2026
1.06.03,PROGRAM PENANGANAN WARGA NEGARA MIGRAN KORBAN TINDAK KEKERASAN,22684250,16,2026
1.06.04,PROGRAM REHABILITASI SOSIAL,5922474190,16,2026
1.06.05,PROGRAM PERLINDUNGAN DAN JAMINAN SOSIAL,27818220585,16,2026
1.06.06,PROGRAM PENANGANAN BENCANA,2668449930,16,2026
1.06.07,PROGRAM PENGELOLAAN TAMAN MAKAM PAHLAWAN,211270104,16,2026
3.27.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,207626000,32,2026
3.27.02,PROGRAM PENYEDIAAN DAN PENGEMBANGAN SARANA PERTANIAN,142525200000,32,2026
3.27.03,PROGRAM PENYEDIAAN DAN PENGEMBANGAN PRASARANA PERTANIAN,3901798700,32,2026
3.27.05,PROGRAM PENGENDALIAN DAN PENANGGULANGAN BENCANA PERTANIAN,0,32,2026
3.27.06,PROGRAM PERIZINAN USAHA PERTANIAN,0,32,2026
3.27.07,PROGRAM PENYULUHAN PERTANIAN,19193022500,32,2026
2.07.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,35317322489,17,2026
2.07.02,PROGRAM PERENCANAAN TENAGA KERJA,60000000,17,2026
2.07.03,PROGRAM PELATIHAN KERJA DAN PRODUKTIVITAS TENAGA KERJA,10380000000,17,2026
2.07.04,PROGRAM PENEMPATAN TENAGA KERJA,20783226100,17,2026
2.07.05,PROGRAM HUBUNGAN INDUSTRIAL,11669885000,17,2026
2.07.06,PROGRAM PENGAWASAN KETENAGAKERJAAN,1379972000,17,2026
3.32.02,PROGRAM Perencanaan KAWASAN TRANSMIGRASI,600000250,17,2026
3.32.03,PROGRAM PEMBANGUNAN KAWASAN TRANSMIGRASI,850000000,17,2026
3.32.04,PROGRAM PENGEMBANGAN KAWASAN TRANSMIGRASI,799999969,17,2026
6.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,25403139803,48,2026
6.01.02,PROGRAM PENYELENGGARAAN PENGAWASAN,3889854000,48,2026
6.01.03,PROGRAM PERUMUSAN KEBIJAKAN PENDAMPINGAN DAN ASISTENSI,441350000,48,2026
1.05.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,17099790331,47,2026
1.05.02,PROGRAM PENINGKATAN KETENTERAMAN DAN KETERTIBAN UMUM,999977984,47,2026
1.05.04,PROGRAM PENCEGAHAN PENANGGULANGAN PENYELAMATAN KEBAKARAN DAN PENYELAMATAN NON KEBAKARAN ,999274250,47,2026
4.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,64209010216,46,2026
4.02.02,PROGRAM DUKUNGAN PELAKSANAAN TUGAS DAN FUNGSI DPRD,60374206350,46,2026
4.02.02,PROGRAM DUKUNGAN PELAKSANAAN TUGAS DAN FUNGSI DPRD,60374206350,46,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1078260175,44,2026
4.01.08,PROGRAM KEBIJAKAN ADMINISTRASI PEMBANGUNAN,1334819605,44,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,4000015283,41,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1413244300,42,2026
4.01.05,PROGRAM FASILITASI DAN KOORDINASI HUKUM,1586755700,42,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1540000150,37,2026
4.01.04,PROGRAM KESEJAHTERAAN RAKYAT,657662285332,37,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1175008145,40,2026
4.01.02,PROGRAM PENATAAN ORGANISASI,1324991750,40,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1350197895,38,2026
4.01.03,PROGRAM PEMERINTAHAN DAN OTONOMI DAERAH,1799802105,38,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1340343700,45,2026
4.01.07,PROGRAM KEBIJAKAN DAN PELAYANAN PENGADAAN BARANG DAN JASA,530096300,45,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1134157320,39,2026
4.01.06,PROGRAM PEREKONOMIAN DAN PEMBANGUNAN,1365842700,39,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,76214824228,43,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,7000000000,43,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,6999995855,43,2026
4.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,5258394331,43,2026
