kegiatan_id;kode;nama;satuan_kerja_id;anggaran;tahun_kinerja
1395;1.05.01.1.01.0008;Pelaksanaan Pengumpulan Data Statistik Sektoral Daerah;8;0;2026
1396;1.05.01.1.02.0001;Penyediaan Gaji dan Tunjangan ASN;8;9524624083;2026
1396;1.05.01.1.02.0002;Penyediaan Administrasi Pelaksanaan Tugas ASN;8;2040000000;2026
1396;1.05.01.1.02.0003;Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD;8;330898250;2026
1396;1.05.01.1.02.0004;Koordinasi dan Pelaksanaan Akuntansi SKPD;8;0;2026
1396;1.05.01.1.02.0005;Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD;8;0;2026
1396;1.05.01.1.02.0006;Pengelolaan dan Penyiapan Bahan Tanggapan Pemeriksaan;8;0;2026
1396;1.05.01.1.02.0007;Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/Semesteran SKPD;8;0;2026
1396;1.05.01.1.02.0008;Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran;8;53907950;2026
1397;1.05.01.1.03.0001;Penyusunan Perencanaan Kebutuhan Barang Milik Daerah SKPD;8;0;2026
1397;1.05.01.1.03.0002;Pengamanan Barang Milik Daerah SKPD;8;0;2026
1397;1.05.01.1.03.0003;Koordinasi dan Penilaian Barang Milik Daerah SKPD;8;0;2026
1397;1.05.01.1.03.0004;Pembinaan, Pengawasan, dan Pengendalian Barang Milik Daerah pada SKPD;8;0;2026
1397;1.05.01.1.03.0005;Rekonsiliasi dan Penyusunan Laporan Barang Milik Daerah pada SKPD;8;0;2026
1397;1.05.01.1.03.0006;Penatausahaan Barang Milik Daerah pada SKPD;8;91724250;2026
1398;1.05.01.1.05.0001;Peningkatan Sarana dan Prasarana Disiplin Pegawai;8;0;2026
1398;1.05.01.1.05.0002;Pengadaan Pakaian Dinas Beserta Atribut Kelengkapannya;8;0;2026
1398;1.05.01.1.05.0003;Pendataan dan Pengolahan Administrasi Kepegawaian;8;0;2026
1398;1.05.01.1.05.0004;Koordinasi dan Pelaksanaan Sistem Informasi Kepegawaian;8;0;2026
1398;1.05.01.1.05.0005;Monitoring, Evaluasi, dan Penilaian Kinerja Pegawai;8;0;2026
1398;1.05.01.1.05.0009;Pendidikan dan Pelatihan Pegawai Berdasarkan Tugas dan Fungsi;8;0;2026
1399;1.05.01.1.06.0001;Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor;8;0;2026
1399;1.05.01.1.06.0002;Penyediaan Peralatan dan Perlengkapan Kantor;8;66255800;2026
1399;1.05.01.1.06.0003;Penyediaan Peralatan Rumah Tangga;8;0;2026
1399;1.05.01.1.06.0005;Penyediaan Barang Cetakan dan Penggandaan;8;0;2026
1399;1.05.01.1.06.0009;Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD;8;88116000;2026
1400;1.05.01.1.07.0002;Pengadaan Kendaraan Dinas Operasional atau Lapangan;8;0;2026
1400;1.05.01.1.07.0006;Pengadaan Peralatan dan Mesin Lainnya;8;0;2026
1400;1.05.01.1.07.0007;Pengadaan Aset Tetap Lainnya;8;0;2026
1400;1.05.01.1.07.0010;Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya;8;55561480;2026
1400;1.05.01.1.07.0011;Pengadaan Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya;8;0;2026
1401;1.05.01.1.08.0002;Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik;8;209840000;2026
1401;1.05.01.1.08.0004;Penyediaan Jasa Pelayanan Umum Kantor;8;24200000;2026
1402;1.05.01.1.09.0002;Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan;8;0;2026
1402;1.05.01.1.09.0006;Pemeliharaan Peralatan dan Mesin Lainnya;8;102450000;2026
1402;1.05.01.1.09.0007;Pemeliharaan Aset Tetap Lainnya;8;0;2026
1403;1.05.03.1.01.0003;Penyusunan Kajian Risiko Bencana Provinsi;8;0;2026
1403;1.05.03.1.01.0004;Sosialisasi, Komunikasi, Informasi dan Edukasi (KIE) Rawan Bencana Provinsi (Per Jenis Ancaman);8;0;2026
1404;1.05.03.1.02.0013;Penguatan Kapasitas Kawasan untuk Pencegahan dan Kesiapsiagaan bencana;8;0;2026
1404;1.05.03.1.02.0022;Penyusunan Rencana Penanggulangan Kedaruratan Bencana;8;0;2026
1404;1.05.03.1.02.0023;Gladi Kesiapsiagaan Terhadap Bencana;8;0;2026
1404;1.05.03.1.02.0024;Penyusunan Rencana Penanggulangan Bencana Provinsi;8;0;2026
1404;1.05.03.1.02.0025;Penyusunan Rencana Kontijensi;8;0;2026
1404;1.05.03.1.02.0027;Pengembangan Kapasitas Tim Reaksi Cepat (TRC) Bencana;8;0;2026
1404;1.05.03.1.02.0028;Penyediaan Peralatan Perlindungan dan Kesiapsiagaan Bencana;8;0;2026
1404;1.05.03.1.02.0030;Pelatihan Pencegahan dan Mitigasi Bencana;8;0;2026
1405;1.05.03.1.03.0009;Penyusunan Rencana Operasi Kedaruratan Bencana Provinsi;8;0;2026
1405;1.05.03.1.03.0025;Pencarian, Pertolongan dan Evakuasi Korban Bencana;8;0;2026
1405;1.05.03.1.03.0026;Peningkatan Kapasitas Sumber Daya Aparatur dalam penangananan keadaan darurat Provinsi;8;0;2026
1405;1.05.03.1.03.0028;Penyediaan Logistik Penyelamatan dan Evakuasi Korban Bencana;8;672928700;2026
1405;1.05.03.1.03.0030;Respon Cepat Penanganan Darurat Bencana;8;294000000;2026
1405;1.05.03.1.03.0031;Aktivasi Sistem Komando Penanganan Darurat Bencana;8;0;2026
1406;1.05.03.1.04.0006;Pelatihan Keluarga Tanggap Bencana Alam;8;0;2026
1406;1.05.03.1.04.0007;Penanganan Pasca Bencana Provinsi;8;0;2026
1406;1.05.03.1.04.0009;Koordinasi Penanganan Pascabencana Provinsi;8;0;2026
1406;1.05.03.1.04.0010;Peningkatan partisipasi masyarakat dan dunia usaha dalam penanganan Pascabencana Provinsi;8;0;2026
